date	rain	min_temp	max_temp
2019-02-11	11.0		
2021-07-09	41.0		
2021-08-21	21.0		
2021-09-18	54.0		
2021-09-24	24.0		
2021-09-25	54.0		
2021-10-02	83.0		
2021-11-01	105.0		
2021-11-02	57.0		
2021-12-13	66.0		
2022-01-11	14.0		
2022-02-21	10.8		
2022-04-11	36.0		
2022-08-18	1.0		
2023-02-04	19.8		
2023-04-02	5.2		
2023-04-25	62.0		
2023-05-04	44.0		
2023-08-06	0.0		
2023-08-07	0.0		
2023-08-15	0.0		
2023-08-17	0.0		
2023-08-25	0.0		
2023-11-17	38.6		
2023-11-22	50.8		
2023-12-07	13.2		
2023-12-19	63.2		
2023-12-23	0.0		
2023-12-28	77.8		
2023-12-30	58.2		
2024-01-03	2.5		
2024-01-04	1.2		
2024-01-09	82.5		
2024-01-14	0.0		
2024-01-16	0.0		
2024-01-17	0.0		
2024-01-18	0.0		
2024-01-22	15.0		
2024-01-26	0.0		
2024-01-27	0.0		
2024-01-28	7.5		
2024-01-29	2.1		
2024-02-01	83.3		
2024-02-03	0.0		
2024-02-04	0.0		
2024-02-07	0.0		
2024-02-08	0.0		
2024-02-09	0.0		
2024-02-10	0.0		
2024-02-11	0.0		
2024-02-12	0.0		
2024-02-13	0.0		
2024-02-17	8.9		
2024-02-18	0.0		
2024-02-19	0.0		
2024-02-20	0.0		
2024-02-21	0.0		
2024-02-22	0.0		
2024-02-23	0.0		
2024-02-26	0.0		
2024-02-28	0.0		
