date	rain	min_temp	max_temp
2021-06-28	38.3		
2021-06-30	22.3		
2021-07-05	4.0		
2021-07-15	7.8		
2021-07-16	3.8		
2021-07-19	12.3		
2021-07-26	22.1		
2021-08-09	42.8		
2021-08-12	28.2		
2021-08-27	62.7		
2021-08-30	39.8		
2021-09-01	22.7		
2021-09-02	48.2		
2021-09-06	48.2		
2021-09-09	12.2		
2021-09-13	27.1		
2021-09-14	18.7		
2021-09-15	22.1		
2021-09-16	32.1		
2021-09-22	41.2		
2021-10-06	89.5		
2021-10-12	18.2		
2021-10-15	15.3		
2021-10-18	37.1		
2021-11-08	128.8		
2021-11-09	130.0		
2021-11-15	38.1		
2021-12-02	21.2		
2021-12-06	28.2		
2021-12-10	57.3		
2021-12-22	6.7		
2021-12-31	27.3		
2022-01-01	35.7		
2022-01-04	42.3		
2022-02-15	28.7		
2022-02-28	4.2		
2022-03-07	6.1		
2022-03-10	9.2		
2022-03-22	7.7		
2022-03-28	19.6		
2022-03-29	6.1		
2022-04-21	8.1		
2022-04-26	11.8		
2022-05-02	112.7		
2022-05-03	11.3		
2022-05-27	43.2		
2022-06-01	87.7		
2022-06-07	21.0		
2022-06-13	10.4		
2022-07-21	21.6		
2022-08-04	27.1		
2022-08-05	29.6		
2022-08-25	20.5		
2022-08-26	29.7		
2022-09-01	182.7		
2022-09-02	34.2		
2022-09-06	81.1		
2022-09-14	2.0		
2022-09-19	3.7		
2022-10-01	36.5		
2022-10-04	38.2		
2022-10-06	7.5		
2022-10-07	29.2		
2022-10-12	37.6		
2022-10-13	62.1		
2022-10-14	264.0		
2022-10-17	51.7		
2022-10-24	141.5		
2022-10-27	34.7		
2022-11-03	20.4		
2022-11-18	4.3		
2022-12-14	2.7		
2022-12-15	51.3		
2022-12-16	12.8		
2023-01-25	31.0		
2023-01-26	19.7		
2023-01-27	32.4		
2023-01-28	9.7		
2023-02-20	42.7		
2023-04-17	8.2		
2023-08-15	8.0		
2023-08-16	3.0		
2023-08-18	3.5		
2023-08-21	4.0		
2023-08-26	1.5		
2023-08-28	2.5		
2023-08-29	4.0		
2023-09-06	58.2		
2023-09-20	138.0		
2023-11-06	50.3		
2023-11-23	91.0		
2023-11-24	4.2		
2023-11-29	33.0		
2024-02-02	25.2		
2024-02-06	13.2		
2024-02-19	4.1		
2024-02-20	2.2		
