date	rain	temp_min	temp_max
2023-02-17	0.0		
2022-12-14	12.5		
2022-03-31	41.7		
2022-03-16	13.7		
2021-12-23	14.9		
2021-11-30	63.2		
2021-10-27	91.5		
2021-07-30	21.5		
2021-07-13	1.8		
2021-07-02	38.6		
