date	rain	min_temp	max_temp
2019-06-23	5.8		
2019-12-24	37.6		
2020-09-19	77.8		
2021-07-10	125.5		
2021-08-06	5.5		
2021-08-28	17.3		
2021-09-04	14.0		
2021-09-27	48.0		
2021-11-11	15.5		
2021-12-08	28.5		
2021-12-23	3.1		
2022-01-06	29.5		
2022-01-27	3.0		
2022-02-12	29.0		
2022-02-25	18.5		
2022-02-26	19.7		
2022-02-27	17.8		
2022-03-16	0.5		
2022-03-27	32.0		
2022-03-30	22.0		
2022-04-07	36.0		
2022-04-19	13.0		
2022-07-14	1.0		
2022-07-15	15.0		
2022-07-16	5.0		
2022-07-21	14.2		
2022-07-25	0.5		
2022-07-28	84.0		
2022-07-31	10.7		
2022-08-01	37.0		
2022-08-23	27.5		
2022-08-25	3.5		
2022-09-07	9.8		
2022-09-08	6.0		
2022-09-26	37.0		
2022-10-02	30.0		
2022-10-03	41.0		
2022-10-05	7.0		
2022-10-07	2.5		
2022-10-08	2.0		
2022-12-12	7.5		
2023-01-18	18.0		
2023-01-26	1.0		
2023-02-26	23.0		
2023-03-19	35.0		
2023-04-02	1.0		
2023-04-21	14.0		
2023-04-30	72.0		
2023-05-06	4.5		
2023-05-13	38.0		
2023-05-30	34.0		
2023-06-03	5.0		
2023-06-15	1.0		
2023-07-04	43.0		
2023-07-06	39.0		
2023-07-07	6.0		
2023-07-14	2.5		
2023-07-18	1.3		
2023-07-20	4.0		
2023-07-25	17.0		
2023-08-30	24.5		
2023-09-04	61.5		
2023-09-06	39.0		
2023-09-07	37.0		
2023-09-16	1.5		
2023-10-10	44.5		
2023-10-12	105.8		
2023-10-13	47.0		
2023-10-25	42.0		
2023-10-27	2.0		
2023-11-04	54.0		
2023-11-19	88.0		
2023-11-20	112.0		
2023-11-21	60.0		
2023-11-22	65.5		
2023-11-24	4.5		
2023-11-26	12.0		
2023-12-05	39.0		
2023-12-09	49.5		
2024-01-12	4.5		
2024-02-03	1.0		
2024-03-16	9.5		
2024-04-01	4.0		
2024-04-30	38.0		
2024-05-16	29.0		
2024-06-25	20.0		
2024-06-26	68.0		
2024-06-27	60.0		
2024-07-09	10.0		
2025-07-08	5.4		
2025-08-04	40.6		
2025-08-05	8.0		
2025-08-14	13.8		
2025-09-09	41.9		
2025-09-16	14.9		
