rain	temp_min	temp_max	date
0.0	23.6	32.6	2021-06-29
0.0	24.4	32.4	2021-06-30
1.6	24.6	31.3	2021-07-02
0.9	24.7	32.0	2021-07-03
6.0	25.3	32.0	2021-07-04
10.3	23.9	33.9	2021-07-05
	25.6	32.2	2021-07-05
0.2	25.5	34.2	2021-07-06
9.5	24.8	31.6	2021-07-08
0.0	25.3	32.7	2021-07-09
30.5	23.1	29.8	2021-07-10
0.0	25.5	30.2	2021-07-12
	25.1	30.2	2021-07-13
0.0	25.0	31.4	2021-07-14
0.0	26.0	31.5	2021-07-15
0.0	25.9	32.0	2021-07-16
2.4	25.0	30.6	2021-07-17
0.6	24.9	33.1	2021-07-18
1.9	25.6	30.3	2021-07-19
0.0	25.4	31.7	2021-07-20
0.0	25.7	32.6	2021-07-21
0.1	25.2	30.7	2021-07-23
0.9	25.0	30.7	2021-07-24
0.9	25.0	30.7	2021-07-24
10.9	24.8	31.2	2021-07-26
19.8	23.1	27.4	2021-07-27
0.0	24.9	31.6	2021-07-28
0.0	24.8	31.8	2021-07-29
0.0	25.3	31.7	2021-07-30
	24.9	31.9	2021-07-31
0.0	25.5	32.3	2021-08-01
0.0	25.5	31.7	2021-08-02
0.0	25.5	31.9	2021-08-03
0.0	25.5	31.9	2021-08-03
	25.2	31.5	2021-08-07
1.4	24.2	29.5	2021-08-09
0.1	24.2	31.6	2021-08-10
	25.4	31.7	2021-08-12
	24.9	29.2	2021-08-13
	25.2	31.5	2021-08-14
0.1	24.8	31.5	2021-08-15
0.0	25.3	31.5	2021-08-16
0.3	24.9	31.7	2021-08-18
0.3	24.9	31.7	2021-08-18
0.0	24.3	32.5	2021-08-20
0.0	25.6	33.5	2021-08-21
13.6	23.6	31.1	2021-08-23
13.6	23.6	31.1	2021-08-23
2.3	24.0	30.8	2021-08-25
11.7			2021-08-26
22.3			2021-08-27
9.8			2021-08-29
12.4			2021-08-30
0.7			2021-08-31
3.7			2021-09-02
1.1			2021-09-03
4.3			2021-09-04
18.0			2021-09-06
4.7			2021-09-07
0.0			2021-09-08
0.0			2021-09-10
0.1			2021-09-12
18.7			2021-09-14
0.7			2021-09-15
14.6			2021-09-16
0.0			2021-09-18
0.2			2021-09-19
8.2			2021-09-21
0.6			2021-09-22
4.8			2021-09-23
39.5			2021-09-25
0.8			2021-09-26
18.1			2021-09-27
12.1			2021-09-28
6.5			2021-09-29
0.0			2021-09-30
5.1			2021-10-01
13.8			2021-10-02
0.7			2021-10-04
32.5			2021-10-06
0.6			2021-10-07
0.0			2021-10-08
1.5			2021-10-10
18.6			2021-10-11
5.0			2021-10-12
5.1			2021-10-13
0.0			2021-10-14
0.1			2021-10-16
8.7			2021-10-17
0.1			2021-10-19
1.7			2021-10-20
93.1			2021-10-21
5.4			2021-10-22
3.2			2021-10-23
3.4			2021-10-24
0.0			2021-10-25
0.6			2021-10-26
43.6			2021-10-27
5.0			2021-10-28
4.1			2021-10-30
50.6			2021-10-31
5.4			2021-11-01
3.6			2021-11-02
79.6			2021-11-03
9.4			2021-11-04
19.5			2021-11-05
47.1			2021-11-07
25.5			2021-11-08
39.8			2021-11-09
24.5			2021-11-10
9.1			2021-11-11
4.3			2021-11-12
9.7			2021-11-13
16.6			2021-11-14
29.9			2021-11-15
18.5			2021-11-16
18.8			2021-11-18
0.9			2021-11-19
40.1			2021-11-20
0.0			2021-11-21
0.0			2021-11-22
0.0			2021-11-23
42.0			2021-11-24
61.9			2021-11-25
6.1			2021-11-26
32.7			2021-11-27
87.3			2021-11-28
85.2			2021-11-30
0.0			2021-12-02
0.0			2021-12-04
0.0			2021-12-05
0.0			2021-12-06
39.4			2021-12-07
0.0			2021-12-08
1.0			2021-12-09
0.0			2021-12-10
0.0			2021-12-12
0.2			2021-12-14
2.3			2021-12-16
0.9			2021-12-17
0.0			2021-12-18
2.2			2021-12-19
0.0			2021-12-20
0.0			2021-12-21
0.0			2021-12-22
0.0			2021-12-23
0.0			2021-12-24
0.0			2021-12-25
0.0			2021-12-26
0.0			2021-12-27
0.0			2021-12-28
0.0			2021-12-29
0.0			2021-12-30
1.3			2021-12-31
0.4			2022-01-01
2.2			2022-01-02
1.5			2022-01-03
0.0			2022-01-07
0.0			2022-01-08
3.6			2022-01-09
0.0			2022-01-10
0.0			2022-01-12
0.0			2022-01-13
0.0			2022-01-14
0.0			2022-01-15
0.0			2022-01-16
0.0			2022-01-17
0.0			2022-01-18
0.0			2022-01-19
0.0			2022-01-20
0.0			2022-01-21
0.0			2022-01-22
0.0			2022-01-23
0.0			2022-01-24
0.0			2022-01-25
