date	rain	min_temp	max_temp
2019-02-10	99.2		
2019-02-11	11.5		
2019-06-23	18.7		
2019-07-26	16.5		
2022-09-02	32.0		
2022-09-06	145.0		
2022-09-08	28.0		
2022-09-21	12.0		
2022-10-01	75.0		
2022-10-03	60.0		
2022-10-07	30.0		
2022-10-12	26.0		
2022-10-15	170.0		
2022-10-26	23.2		
2022-11-14	54.3		
2022-11-29	18.0		
2022-12-03	78.0		
2022-12-23	21.0		
2023-03-16	37.0		
2023-03-17	25.2		
2023-04-24	26.0		
2023-05-01	28.9		
2023-05-02	48.0		
2023-05-30	24.0		
2023-06-02	50.1		
2023-06-28	50.1		
2023-08-02	40.0		
2023-09-03	30.2		
2023-09-04	80.0		
2023-09-06	70.1		
2023-09-07	40.0		
2023-09-08	40.1		
2023-09-09	15.0		
2023-09-11	45.1		
2023-09-12	39.0		
2023-09-13	12.0		
2023-09-20	70.0		
2023-09-26	53.0		
2023-09-27	52.0		
2023-10-07	42.0		
2023-10-09	35.0		
2023-10-13	49.0		
2023-11-01	75.0		
2023-11-03	30.2		
2023-12-04	70.2		
2023-12-19	65.2		
2024-02-05	20.0		
2024-02-25	6.3		
2024-02-27	15.0		
2024-03-25	75.0		
2024-04-18	30.4		
2024-04-19	30.0		
2024-04-22	60.5		
2024-04-29	4.5		
2024-05-01	45.4		
2024-05-09	80.0		
