date	rain	min_temp	max_temp
2018-11-04	12.3	24.6	28.2
2018-11-07	81.1	22.9	24.2
2018-11-12	0	23.1	28.9
2018-11-19	12.0	24.1	29.7
2019-02-04	14.5	24.0	29.5
2019-02-10	0.0	24.5	30.7
2019-02-11	0.0	25.6	29.5
2019-02-20	0.0	25.8	31.3
2019-02-21	0.0	26.2	30.8
2019-06-23	0.0	27.3	36.8
2019-06-29	0.0	26.9	36.5
2019-07-07	0.0	26.6	36.4
2019-07-26	0.0	26.7	36.2
2019-09-24	89.8	23.9	32.8
2019-10-04	0.6	23.9	32.0
2019-10-25	0.0	23.4	27.8
2019-10-30	30.7	23.9	26.3
2019-11-06	0.0	23.5	30.5
2019-11-19	32.8	24.7	31.4
2019-11-23	4.7	23.8	28.3
2019-11-25	4.6	24.8	31.5
2019-11-29	39.2	24.5	30.8
2019-12-03	84.8	23.4	27.3
2019-12-05	63.7	24.2	27.8
2019-12-18	6.0	25.2	29.5
2019-12-24	0.3	22.9	27.7
2020-01-22	4.2	25.9	30.4
2020-02-04	0.0	26.2	31.0
2020-03-19	0.0	26.8	32.6
2020-03-21	0.0	23.2	33.2
2020-05-15	0.0	26.1	33.5
2020-05-25	0.0	26.1	36.6
2020-06-03	0.0	25.4	35.1
2020-08-03	0.0	26.7	34.3
2020-08-11	0.0	25.7	35.6
2020-09-19	0.0	26.4	34.6
2020-09-25	97.5	21.8	34.9
2020-09-28	2.0	24.2	35.5
2020-10-25	0.0	24.4	35.7
2020-12-01	1.2	25.4	29.7
2021-01-14	26.5	24.5	29.0
2021-02-02	0.0	22.2	30.0
2021-05-05	0.0	24.9	34.0
2021-06-28	1.8	23.7	33.8
2021-06-29	0.0	24.9	35.5
2021-06-30	0.8	24.9	35.1
2021-07-02	0	25.5	35.5
2021-07-03	0.0	25.9	36.1
2021-07-04	3.4	24.9	35.9
2021-07-05	0.0	26.5	36.5
2021-07-06	11.2	24.4	33.8
2021-07-08	1.9	25.9	34.5
2021-07-09	12.6	25.5	35.8
2021-07-10	0.0	25.9	34.3
2021-07-12	0.0	26.7	33.4
2021-07-13	0.0	26.6	33.5
2021-07-14	0.0	26.3	34.3
2021-07-15	0.0	26.3	33.6
2021-07-16	19.5	24.5	33.3
2021-07-17	0.0	25.8	33.7
2021-07-18	2.3	23.9	34.3
2021-07-19	21.0	24.9	33.8
2021-07-20	0.0	26.1	34.2
2021-07-21	0.0	25.9	34.6
2021-07-23	0.0	27.1	34.5
2021-07-24	0.0	26.5	34.0
2021-07-26	0.0	26.7	35.0
2021-07-27	0.0	26.1	33.6
2021-07-28	0.0	26.0	35.5
2021-07-29	0.0	25.7	35.3
2021-07-30	0.0	26.0	36.3
2021-07-31	0.0	26.0	36.8
2021-08-01	0.0	25.8	36.3
2021-08-02	0.0	26.2	36.0
2021-08-03	0.0	26.4	35.6
2021-08-06	0.0	26.7	35.8
2021-08-07	0.0	26.2	35.3
2021-08-09	0.0	26.0	35.9
2021-08-10	0.0	25.9	36.0
2021-08-12	0.0	26.1	32.4
2021-08-13	0.0	25.8	35.1
2021-08-14	0.0	25.9	33.0
2021-08-15	3.2	25.5	35.7
2021-08-16	0.0	26.0	32.5
2021-08-18	0.0	26.2	34.5
2021-08-20	0.0	26.7	35.9
2021-08-21	11.7	24.1	35.5
2021-08-23	4.4	22.5	31.1
2021-08-25	12.2	24.2	33.2
2021-08-26	0.2	24.9	33.7
2021-08-27	0.0	25.7	33.7
2021-08-28	0.0	26.3	33.8
2021-08-29	0.0	26.0	34.0
2021-08-30	0.0	25.8	34.4
2021-08-31	0.0	25.8	34.2
2021-09-01	0.0	25.7	36.4
2021-09-02	0.5	25.8	35.0
2021-09-03	0.3	23.1	32.0
2021-09-04	0.1	25.4	32.4
2021-09-06	0.0	26.5	35.6
2021-09-07	0.0	26.8	35.3
2021-09-08	0.0	25.4	34.7
2021-09-09	0.0	25.7	35.8
2021-09-10	0.0	25.9	36.2
2021-09-11	0.0	26.8	36.7
2021-09-12	0.0	26.4	35.7
2021-09-13	0.0	26.5	35.0
2021-09-14	0.0	26.8	36.8
2021-09-15	0.0	26.3	36.7
2021-09-16	0.0	26.3	36.5
2021-09-18	125.6	23.4	35.0
2021-09-19	11.4	23.6	32.5
2021-09-21	0.0	25.4	34.7
2021-09-22	0.0	25.8	35.0
2021-09-23	2.5	24.8	35.2
2021-09-24	56.4	21.9	34.6
2021-09-25	0.0	24.7	32.0
2021-09-26	0.0	26.1	34.5
2021-09-27	4.6	25.7	32.7
2021-09-28	0.0	25.2	33.2
2021-09-29	0.0	25.2	33.1
2021-09-30	0	25.8	33.6
2021-10-01	1.7	24.2	32.5
2021-10-02	5.4	23.8	25.6
2021-10-03	17.9	24.4	31.3
2021-10-04	26.0	25.2	31.8
2021-10-06	106.9	23.5	31.3
2021-10-07	0.0	25.1	32.0
2021-10-08	0.0	25.3	33.5
2021-10-09	0.0	24.1	33.3
2021-10-10	0.0	26.6	31.7
2021-10-11	0.7	23.6	33.8
2021-10-12	0.0	26.0	30.3
2021-10-13	0.0	25.3	31.7
2021-10-14	0.0	25.9	33.8
2021-10-15	0.0	25.9	33.8
2021-10-16	0.0	25.8	33.7
2021-10-17	5.1	24.7	32.6
2021-10-18	0.0	25.8	33.7
2021-10-19	0.0	25.7	33.7
2021-10-20	0.6	25.0	33.8
2021-10-21	1.3	24.3	31.8
2021-10-22	0.0	24.6	32.3
2021-10-23	0.0	23.5	32.3
2021-10-24	0.0	24.5	33.3
2021-10-25	22.7	23.3	33.0
2021-10-26	0.0	24.8	31.0
2021-10-27	0.1	23.7	30.7
2021-10-28	2.5	23.9	30.8
2021-10-30	0.3	25.0	30.4
2021-10-31	57.5	24.0	30.1
2021-11-01	11.7	24.9	28.9
2021-11-02	5.4	24.4	30.9
2021-11-03	13.8	25.1	30.9
2021-11-04	57.1	23.9	31.2
2021-11-05	5.1	23.9	30.7
2021-11-06	0.6	24.2	31.2
2021-11-07	9.0	22.9	31.4
2021-11-08	8.1	23.8	28.2
2021-11-09	186.9	23.3	27.0
2021-11-10	25.2	23.5	28.2
2021-11-11	0.0	23.4	27.5
2021-11-12	0.0	25.0	31.4
2021-11-13	0	24.9	30.7
2021-11-14	0.6	24.6	28.9
2021-11-15	0.0	24.7	29.9
2021-11-16	0.3	24.7	31.7
2021-11-18	25.9	22.4	28.4
2021-11-19	0.0	24.2	30.1
2021-11-20	8.6	24.2	31.7
2021-11-21	0.0	22.9	32.5
2021-11-22	0.0	23.3	31.8
2021-11-23	19.5	23.9	30.7
2021-11-24	60.9	23.6	29.1
2021-11-25	7.7	25.0	29.0
2021-11-26	11.1	23.6	29.2
2021-11-27	5.0	24.6	27.4
2021-11-28	80.7	23.6	29.2
2021-11-29	34.3	24.2	29.7
2021-11-30	0.5	24.2	29.8
2021-12-02	0.0	23.7	30.5
2021-12-03	0.0	23.7	29.9
2021-12-04	0.0	23.6	30.1
2021-12-05	0.0	24.4	31.4
2021-12-06	0.0	24.7	31.4
2021-12-07	0.0	24.2	31.0
2021-12-08	0.0	23.6	29.9
2021-12-09	26.4	24.5	30.0
2021-12-10	0.1	25.0	30.8
