date	rain	min_temp	max_temp
2021-08-27	47.5		
2021-11-01	64.4		
2021-11-08	103.0		
2021-11-09	135.0		
2021-11-13	26.0		
2022-03-28	2.4		
2022-04-27	9.5		
2022-05-17	8.3		
2022-06-06	55.0		
2022-06-09	8.5		
2022-10-13	117.0		
2022-10-18	44.0		
2022-12-02	24.7		
2022-12-27	34.1		
2022-12-28	13.1		
2023-02-25	19.2		
2023-04-08	33.0		
2023-04-17	21.0		
2023-04-29	58.2		
2023-07-12	2.5		
2023-07-13	4.3		
2023-09-12	19.6		
2023-09-15	44.0		
2023-09-23	45.0		
2023-10-16	24.5		
2023-11-11	26.5		
2024-03-25	29.1		
2024-04-30	33.5		
2024-05-20	99.8		
2024-06-03	116.0		
2024-06-04	16.0		
2024-06-26	28.8		
2024-06-27	25.5		
2024-08-22	27.3		
2024-09-04	15.9		
2025-03-12	84.5		
2025-09-20	11.6		
