rain	temp_min	temp_max	date
65.4			2022-04-07
45.7			2023-11-08
56.6			2023-11-13
66.3			2023-12-02
82.3			2023-12-11
184.5			2023-12-15
28.3			2023-12-21
12.4			2023-12-26
