date	rain	min_temp	max_temp
2021-07-04	1.4		
2021-07-19	20.2		
2021-07-26	19.2		
2021-07-30	0.0		
2021-08-10	48.8		
2021-08-25	5.8		
2021-09-18	14.0		
2021-10-22	23.0		
2021-12-29	4.3		
2022-01-04	51.4		
2022-01-09	44.3		
2022-01-28	1.3		
2022-01-31	33.8		
2022-02-19	6.0		
2022-02-20	50.0		
2022-03-03	22.0		
2022-03-07	18.0		
2022-04-10	82.0		
2022-05-06	34.0		
2022-07-29	11.0		
2022-08-20	16.0		
2022-10-06	15.5		
2022-10-16	43.2		
2022-11-03	71.0		
2022-11-10	31.5		
2022-12-02	20.4		
2022-12-03	33.6		
2022-12-07	0.0		
2022-12-14	13.2		
2023-01-28	13.4		
2023-01-29	0.0		
2023-02-21	50.8		
2023-05-02	47.1		
2023-08-06	0.0		
2023-08-26	0.0		
2023-08-29	10.0		
2023-09-23	48.3		
2023-12-14	12.2		
2023-12-15	65.2		
2023-12-16	85.6		
2023-12-28	73.4		
2024-01-02	79.5		
2024-01-16	0.0		
2024-01-21	11.0		
2024-01-25	0.0		
2024-02-12	0.0		
2024-02-19	0.0		
2024-02-22	0.0		
