date	rain	min_temp	max_temp
2025-03-14	19.0		
2025-03-18	50.0		
2025-03-27	52.0		
2025-04-19	8.0		
2025-04-23	26.5		
2025-04-26	50.5		
2025-04-27	47.5		
2025-06-26	18.0		
2025-06-29	12.0		
2025-07-08	10.5		
2025-08-04	9.5		
2025-08-27	2.5		
2025-09-11	18.5		
2025-09-20	13.5		
2025-09-21	16.5		
2025-09-28	7.5		
2025-11-09	34.5		
