date	rain	min_temp	max_temp
2018-11-19	43.5		
2019-02-10	44.0		
2019-02-20	18.5		
2019-06-23	4.5		
2019-09-24	175.4		
2019-10-25	72.2		
2019-11-23	74.1		
2020-03-19	5.7		
2020-03-21	15.4		
2020-08-03	17.5		
2020-09-25	40.0		
2020-09-28	2.5		
2021-06-29	5.5		
2021-06-30	6.5		
2021-07-03	6.7		
2021-07-23	7.5		
2021-07-24	11.5		
2021-07-27	58.5		
2021-08-25	35.2		
2021-08-27	58.4		
2021-09-01	13.0		
2021-09-08	10.5		
2021-09-13	8.5		
2021-09-15	7.2		
2021-09-21	48.0		
2021-09-28	28.5		
2021-10-17	11.4		
2021-10-21	68.5		
2021-10-24	12.7		
2021-11-06	16.4		
2021-11-14	28.0		
2021-12-11	40.8		
2022-01-11	10.2		
2022-01-17	3.5		
2022-03-12	5.2		
2022-03-15	5.5		
2022-04-11	80.2		
2022-04-12	46.0		
2022-04-15	2.5		
2022-04-20	31.5		
2022-04-26	7.5		
2022-05-01	10.2		
2022-05-02	5.5		
2022-05-05	9.7		
2022-05-07	15.5		
2022-05-10	17.0		
2022-05-27	42.5		
2022-05-31	68.0		
2022-06-04	3.2		
2022-06-05	8.7		
2022-06-09	2.5		
2022-06-12	12.7		
2022-06-23	5.7		
2022-08-06	10.3		
2022-08-07	2.2		
2022-08-18	3.1		
2022-08-20	2.5		
2022-09-21	2.7		
2022-10-13	67.2		
2022-10-14	125.7		
2022-10-16	25.3		
2022-11-09	70.2		
2022-11-15	118.5		
2023-01-25	59.0		
2023-02-21	30.2		
2023-03-14	35.2		
2023-03-30	25.7		
2023-04-02	48.5		
2023-04-08	65.7		
2023-04-09	2.5		
2023-04-14	14.0		
2023-04-28	5.7		
2023-04-30	40.5		
2023-05-04	35.3		
2023-05-05	71.5		
2023-05-06	2.3		
2023-05-15	15.2		
2023-05-21	7.2		
2023-05-27	2.5		
2023-06-03	7.2		
2023-06-12	54.0		
2023-07-01	2.5		
2023-07-14	2.5		
2023-08-20	0.0		
2023-08-27	0.0		
2023-08-28	2.0		
2023-08-29	10.2		
2023-08-30	10.0		
2023-08-31	32.7		
2023-09-01	44.5		
2023-09-03	53.2		
2023-09-07	37.3		
2023-09-17	0.0		
2023-09-22	42.7		
2023-09-23	54.2		
2023-09-28	25.2		
2023-09-29	54.0		
2023-10-07	44.5		
2023-10-17	65.2		
2023-10-19	57.5		
2023-11-05	26.5		
2023-12-05	45.2		
2023-12-06	26.0		
2023-12-10	8.5		
2023-12-22	31.0		
2023-12-31	9.0		
2024-01-08	71.0		
2024-01-15	0.0		
2024-02-25	0.0		
2024-03-10	0.0		
2024-03-29	26.0		
2024-03-30	38.0		
2024-04-05	43.0		
2024-04-13	65.5		
2024-04-21	32.0		
2024-04-25	19.8		
2024-05-06	57.5		
2024-05-15	92.5		
2024-05-19	72.7		
2024-05-26	56.0		
2024-06-03	98.5		
2024-06-09	57.0		
2024-06-24	21.7		
2024-07-01	6.5		
2024-07-03	2.3		
2024-07-12	5.2		
2024-08-04	2.2		
2024-08-25	5.7		
2024-09-05	20.2		
2024-09-09	20.2		
2024-09-13	6.2		
2024-09-14	4.7		
2024-10-05	2.2		
2024-10-12	85.5		
2024-10-25	10.2		
2024-10-27	20.2		
2024-10-29	20.5		
2025-01-24	32.7		
2025-01-25	33.5		
2025-02-03	0.0		
2025-02-04	0.0		
2025-02-21	0.0		
2025-03-04	2.7		
2025-04-05	52.5		
2025-04-11	37.8		
2025-04-16	5.3		
2025-04-19	2.2		
2025-04-21	40.0		
2025-04-23	47.0		
2025-07-26	27.5		
2025-09-14	5.7		
2025-09-19	72.7		
2025-09-29	2.2		
