date	rain	min_temp	max_temp
2021-06-28	2.0		
2021-07-10	182.0		
2021-07-15	0.0		
2021-07-23	16.0		
2021-07-29	9.0		
2021-08-12	14.5		
2021-08-15	0.3		
2021-08-25	1.5		
2021-09-10	0.0		
2021-09-14	19.0		
2021-09-15	1.5		
2021-09-25	6.8		
2021-09-28	19.5		
2021-10-03	11.5		
2021-10-09	0.0		
2021-10-13	16.0		
2021-10-19	0.8		
2021-11-08	38.5		
2021-11-11	14.0		
2021-11-14	4.0		
2021-11-15	12.0		
2021-11-23	0.0		
2021-11-24	2.0		
2021-11-25	5.0		
2021-12-02	0.0		
2021-12-09	1.2		
2021-12-13	27.6		
2021-12-29	0.0		
2022-01-01	0.0		
2022-01-03	0.0		
2022-01-06	0.0		
2022-01-09	26.0		
2022-01-22	0.0		
2022-01-28	0.0		
2022-01-30	0.0		
2022-01-31	0.0		
2022-02-06	0.0		
2022-02-07	0.0		
2022-02-16	0.0		
2022-02-27	0.0		
2022-02-28	0.0		
2022-03-03	0.0		
2022-03-10	0.0		
2022-03-13	9.0		
2022-03-24	0.0		
2022-03-28	9.0		
2022-04-10	11.0		
2022-04-16	0.0		
2022-04-21	0.0		
2022-05-07	0.0		
2022-05-12	14.0		
2022-05-14	63.5		
2022-06-01	71.0		
2022-06-05	0.0		
2022-06-13	0.1		
2022-07-14	9.5		
2022-08-01	16.5		
2022-08-04	96.8		
2022-08-31	12.5		
2022-09-05	35.5		
2022-09-17	0.0		
2022-09-21	0.0		
2022-10-01	20.0		
2022-10-10	2.5		
2022-10-13	16.2		
2022-10-14	20.5		
2022-10-15	51.0		
2022-10-16	14.5		
2022-10-17	15.0		
2022-10-24	88.5		
2022-11-04	1.5		
2022-11-08	1.5		
2022-11-09	1.0		
2022-11-11	0.0		
2022-11-20	0.0		
2022-11-25	0.0		
2022-11-27	46.0		
2022-11-28	1.4		
2022-12-04	16.5		
2022-12-09	10.0		
2022-12-11	4.5		
2022-12-15	0.0		
2022-12-16	0.0		
2023-01-20	0.0		
2023-01-24	0.0		
2023-01-26	12.3		
2023-02-04	0.0		
2023-02-07	0.0		
2023-02-13	0.0		
2023-02-16	0.0		
2023-02-23	0.0		
2023-04-08	0.0		
2023-04-11	0.0		
2023-04-15	0.0		
2023-04-20	0.0		
2023-04-28	0.0		
2023-05-09	18.5		
2023-08-16	0.0		
2023-08-18	0.0		
2023-08-21	0.0		
2023-08-27	0.0		
2023-09-03	17.0		
2023-09-12	22.0		
2023-11-06	50.7		
2023-11-08	15.3		
2023-11-09	6.2		
2023-11-14	13.8		
2023-11-29	10.0		
2023-12-02	12.0		
2023-12-09	5.5		
2023-12-14	0.0		
2023-12-20	0.5		
2023-12-26	0.0		
2023-12-28	1.3		
2024-01-02	24.5		
2024-01-04	1.5		
2024-01-06	9.0		
2024-01-13	0.0		
2024-01-16	0.0		
2024-01-17	0.0		
2024-01-25	0.0		
2024-02-02	0.0		
2024-02-12	0.0		
2024-02-16	0.0		
2024-02-22	0.0		
