rain	temp_min	temp_max	date
0.0			2022-05-23
0.0			2022-05-24
0.0			2022-05-25
0.0			2022-05-26
0.0			2022-05-27
0.0			2022-05-28
0.0			2022-05-29
0.0			2022-05-30
0.0			2022-05-31
0.0			2022-06-01
0.0			2022-06-03
0.0			2022-06-04
0.0			2022-06-05
0.0			2022-06-06
0.0			2022-06-07
0.0			2022-06-08
0.0			2022-06-09
0.0			2022-06-10
0.0			2022-06-11
0.0			2022-06-12
0.0			2022-06-13
0.0			2022-06-14
0.0			2022-06-23
0.0			2022-07-12
0.0			2022-07-13
0.0			2022-07-14
0.0			2022-07-15
0.0			2022-07-16
0.0			2022-07-17
0.1			2022-07-18
0.0			2022-07-19
14.5			2022-07-20
3.9			2022-07-21
0.9			2022-07-22
0.0			2022-07-24
0.0			2022-07-25
37.0			2022-07-26
60.7			2022-07-27
3.1			2022-07-28
15.9			2022-07-29
0.0			2022-07-30
0.1			2022-07-31
1.2			2022-08-01
0.3			2022-08-05
0.0			2022-08-07
0.0			2022-08-08
0.0			2022-08-09
0.0			2022-08-10
0.0			2022-08-11
0.0			2022-08-12
0.0			2022-08-13
0.0			2022-08-14
0.0			2022-08-15
0.0			2022-08-16
7.4			2022-08-18
0.0			2022-08-19
0.0			2022-08-20
0.0			2022-08-21
0.0			2022-08-22
0.0			2022-08-23
0.0			2022-08-25
0.0			2022-08-26
0.0			2022-08-29
102.5			2022-08-30
3.8			2022-08-31
2.7			2022-09-01
0.0			2022-09-03
0.0			2022-09-04
0.0			2022-09-05
1.0			2022-09-06
0.0			2022-09-08
0.0			2022-09-09
0.0			2022-09-14
0.0			2022-09-16
0.0			2022-09-17
0.0			2022-09-18
0.0			2022-09-19
0.0			2022-09-21
0.0			2022-09-22
0.0			2022-09-23
0.0			2022-09-24
0.0			2022-09-25
0.0			2022-09-26
1.6			2022-09-27
0.0			2022-09-28
0.0			2022-09-29
0.0			2022-10-01
5.2			2022-10-02
0.0			2022-10-03
0.0			2022-10-04
0.0			2022-10-05
0.0			2022-10-06
0.0			2022-10-07
24.6			2022-10-09
9.0			2022-10-10
33.5			2022-10-11
0.0			2022-10-12
0.0			2022-10-13
0.0			2022-10-14
9.7			2022-10-15
0.9			2022-10-16
0.0			2022-10-17
0.0			2022-10-18
0.2			2022-10-20
9.6			2022-10-21
0.2			2022-10-22
5.8			2022-10-23
0.0			2022-10-24
0.0			2022-10-25
0.0			2022-10-28
0.0			2022-10-29
13.2			2022-10-31
32.3			2022-11-01
17.7			2022-11-02
6.4			2022-11-03
1.2			2022-11-04
16.6			2022-11-05
32.5			2022-11-06
6.4			2022-11-07
22.1			2022-11-08
41.9			2022-11-09
4.9			2022-11-10
3.4			2022-11-11
8.6			2022-11-13
22.4			2022-11-14
17.1			2022-11-15
0.3			2022-11-16
0.0			2022-11-17
0.0			2022-11-18
0.4			2022-11-19
0.1			2022-11-20
0.0			2022-11-21
0.0			2022-11-22
0.0			2022-11-23
0.0			2022-11-24
0.0			2022-11-25
0.0			2022-11-26
0.0			2022-11-27
0.0			2022-11-28
0.0			2022-11-29
0.0			2022-11-30
0.0			2022-12-01
28.6			2022-12-02
29.3			2022-12-03
0.2			2022-12-04
5.3			2022-12-08
27.7			2022-12-09
2.4			2022-12-10
0.4			2022-12-11
0.0			2022-12-12
0.0			2022-12-14
0.0			2022-12-16
40.0			2022-12-19
43.3			2022-12-20
2.9			2022-12-21
27.5			2022-12-22
2.1			2023-01-18
0.0			2023-01-19
0.0			2023-01-20
0.0			2023-01-21
36.0			2023-01-22
0.7			2023-01-23
12.1			2023-01-24
0.0			2023-01-25
0.0			2023-01-26
0.0			2023-01-27
0.0			2023-01-28
0.0			2023-01-29
99.0			2023-02-02
30.4			2023-02-03
0.6			2023-02-04
52.1			2023-02-05
0.2			2023-02-06
17.7			2023-02-07
0.4			2023-02-08
0.0			2023-02-09
0.0			2023-02-10
0.0			2023-02-11
0.0			2023-02-12
0.0			2023-02-13
0.0			2023-02-14
0.0			2023-02-15
0.0			2023-02-16
0.0			2023-02-17
0.2			2023-02-18
16.0			2023-02-19
11.2			2023-02-20
8.3			2023-02-21
0.0			2023-02-23
0.0			2023-02-24
0.0			2023-02-25
0.0			2023-04-08
0.0			2023-04-09
0.0			2023-04-10
0.0			2023-04-11
0.0			2023-04-12
0.0			2023-04-13
0.0			2023-04-14
0.0			2023-04-15
0.0			2023-04-17
0.0			2023-04-18
0.0			2023-04-19
0.0			2023-04-20
0.6			2023-04-21
1.2			2023-04-23
0.0			2023-04-24
32.7			2023-04-25
0.1			2023-04-28
0.0			2023-04-29
0.8			2023-04-30
2.9			2023-05-01
43.7			2023-05-02
7.6			2023-05-03
34.3			2023-05-04
11.6			2023-05-05
2.2			2023-05-08
0.3			2023-05-09
0.2			2023-05-10
0.0			2023-05-11
0.0			2023-05-13
0.0			2023-05-15
6.8			2023-08-06
0.0			2023-08-15
0.0			2023-08-16
0.0			2023-08-17
0.0			2023-08-18
0.0			2023-08-19
0.0			2023-08-20
0.0			2023-08-21
29.8			2023-08-23
0.0			2023-08-25
0.0			2023-08-26
0.0			2023-08-27
0.0			2023-08-28
0.0			2023-08-29
0.0			2023-08-30
0.0			2023-08-31
0.0			2023-09-02
0.1			2023-09-03
1.6			2023-09-04
1.6			2023-09-05
0.0			2023-09-06
0.0			2023-09-08
0.0			2023-09-09
0.0			2023-09-10
0.0			2023-09-11
0.0			2023-09-13
0.0			2023-09-14
0.0			2023-09-15
0.0			2023-09-16
0.0			2023-09-17
0.4			2023-09-18
0.0			2023-09-19
1.1			2023-09-21
5.6			2023-09-22
0.0			2023-09-24
0.0			2023-09-25
1.3			2023-10-30
10.1			2023-10-31
15.9			2023-11-01
2.3			2023-11-02
0.3			2023-11-03
11.1			2023-11-04
11.1			2023-11-05
2.1			2023-11-06
31.8			2023-11-07
50.8			2023-11-08
0.0			2023-11-09
4.2			2023-11-10
1.0			2023-11-11
1.0			2023-11-12
54.6			2023-11-13
1.0			2023-11-14
1.8			2023-11-15
0.0			2023-11-16
24.6			2023-11-17
0.1			2023-11-18
95.3			2023-11-19
0.4			2023-11-20
54.3			2023-11-21
16.0			2023-11-22
22.9			2023-11-23
4.8			2023-11-24
0.0			2023-11-25
4.5			2023-11-27
54.1			2023-11-28
7.2			2023-11-29
4.1			2023-11-30
36.7			2023-12-01
26.0			2023-12-02
1.6			2023-12-03
0.0			2023-12-04
0.4			2023-12-05
1.0			2023-12-06
23.6			2023-12-07
2.6			2023-12-08
0.1			2023-12-09
1.3			2023-12-10
19.0			2023-12-11
3.3			2023-12-12
0.4			2023-12-13
16.7			2023-12-14
43.1			2023-12-15
56.9			2023-12-16
7.0			2023-12-17
7.0			2023-12-18
24.9			2023-12-19
9.1			2023-12-20
1.6			2023-12-21
1.5			2023-12-22
3.7			2023-12-24
0.4			2023-12-26
42.9			2023-12-27
52.6			2023-12-28
75.4			2023-12-29
11.4			2023-12-30
9.4			2023-12-31
7.2			2024-01-01
16.6			2024-01-02
0.3			2024-01-03
0.0			2024-01-04
0.0			2024-01-05
0.0			2024-01-06
0.2			2024-01-07
11.8			2024-01-08
69.5			2024-01-09
107.6			2024-01-10
53.6			2024-01-11
0.1			2024-01-12
0.0			2024-01-13
0.0			2024-01-14
0.0			2024-01-15
0.0			2024-01-16
0.0			2024-01-17
0.0			2024-01-18
34.7			2024-01-19
4.2			2024-01-20
2.7			2024-01-21
0.0			2024-01-22
0.0			2024-01-23
0.0			2024-01-24
0.0			2024-01-25
0.0			2024-01-26
0.0			2024-01-27
3.5			2024-01-28
0.4			2024-01-29
16.6			2024-01-31
0.0			2024-02-01
3.1			2024-02-02
0.0			2024-02-03
1.2			2024-02-04
0.2			2024-02-05
0.0			2024-02-06
0.0			2024-02-07
0.0			2024-02-08
0.0			2024-02-09
0.0			2024-02-10
0.0			2024-02-11
0.0			2024-02-12
0.8			2024-02-15
0.6			2024-02-16
3.4			2024-02-17
0.0			2024-02-18
0.0			2024-02-19
0.0			2024-02-20
0.0			2024-02-21
0.0			2024-02-22
