rain	temp_min	temp_max	date
0.0	24.4	35.2	2021-06-29
0.0	24.4	36.4	2021-06-30
0.0	27.0	36.9	2021-07-02
0.0	25.2	36.2	2021-07-03
0.0	24.8	36.6	2021-07-04
	23.5	35.3	2021-07-05
0.0	27.3	36.4	2021-07-05
16.8	23.3	35.7	2021-07-06
	24.7	35.7	2021-07-08
0.0	24.4	36.2	2021-07-09
	25.2	34.6	2021-07-10
0.0	27.2	32.7	2021-07-12
0.0	26.7	34.3	2021-07-13
0.0	26.6	34.0	2021-07-14
0.0	26.3	34.3	2021-07-15
4.2	24.9	34.3	2021-07-16
0.0	25.6	35.1	2021-07-17
7.8	24.6	35.7	2021-07-18
0.0	26.4	35.1	2021-07-19
0.0	26.8	35.3	2021-07-20
0.0	26.0	36.1	2021-07-21
0.0	27.9	34.3	2021-07-23
0.0	27.6	34.8	2021-07-24
0.0	27.6	34.8	2021-07-24
	27.7	35.8	2021-07-26
	27.6	34.4	2021-07-27
0.0	27.2	35.9	2021-07-28
0.0	27.3	35.6	2021-07-29
0.0	27.2	36.2	2021-07-30
0.0	26.6	36.9	2021-07-31
0.0	26.9	36.6	2021-08-01
0.0	26.6	36.2	2021-08-02
0.0	27.3	35.7	2021-08-03
0.0	27.3	35.7	2021-08-03
0.0	27.1	35.7	2021-08-06
0.0	26.6	36.3	2021-08-07
0.0	26.9	35.7	2021-08-09
0.0	26.2	36.2	2021-08-10
0.0	26.3	34.7	2021-08-12
0.0	24.3	34.8	2021-08-13
0.0	27.2	33.2	2021-08-14
0.0	27.1	36.3	2021-08-15
0.0	27.3	34.7	2021-08-16
0.0	27.2	35.6	2021-08-18
0.0	27.2	35.6	2021-08-18
0.0	25.7	36.2	2021-08-20
9.2	23.6	33.7	2021-08-21
35.1	23.1	31.3	2021-08-23
35.1	23.1	31.3	2021-08-23
0.0	24.2	34.8	2021-08-25
0.0			2021-08-26
0.0			2021-08-27
0.0			2021-08-29
0.1			2021-08-30
0.0			2021-08-31
0.0			2021-09-01
0.0			2021-09-03
0.0			2021-09-04
0.0			2021-09-06
0.0			2021-09-07
0.0			2021-09-08
0.0			2021-09-09
0.0			2021-09-10
0.0			2021-09-11
0.0			2021-09-12
0.0			2021-09-13
0.0			2021-09-14
0.0			2021-09-15
0.0			2021-09-16
0.4			2021-09-18
22.0			2021-09-19
0.1			2021-09-21
0.0			2021-09-22
37.3			2021-09-23
0.0			2021-09-24
101.9			2021-09-25
0.0			2021-09-26
0.0			2021-09-27
0.0			2021-09-30
4.7			2021-10-01
0.5			2021-10-02
5.3			2021-10-03
26.6			2021-10-04
0.9			2021-10-06
0.0			2021-10-07
0.0			2021-10-08
0.0			2021-10-09
0.0			2021-10-10
3.7			2021-10-11
0.0			2021-10-13
0.0			2021-10-14
0.0			2021-10-15
0.0			2021-10-16
0.0			2021-10-18
0.0			2021-10-19
12.7			2021-10-20
2.0			2021-10-21
11.2			2021-10-23
0.3			2021-10-24
3.1			2021-10-25
0.6			2021-10-26
16.5			2021-10-27
0.2			2021-10-28
3.0			2021-10-30
89.8			2021-10-31
16.7			2021-11-01
72.8			2021-11-02
1.0			2021-11-03
45.4			2021-11-04
1.3			2021-11-05
0.0			2021-11-06
6.0			2021-11-07
1.5			2021-11-08
5.4			2021-11-09
3.6			2021-11-10
0.0			2021-11-12
1.1			2021-11-13
0.4			2021-11-14
0.2			2021-11-15
0.1			2021-11-16
10.2			2021-11-18
1.0			2021-11-19
0.0			2021-11-21
0.0			2021-11-22
12.0			2021-11-23
49.3			2021-11-24
17.9			2021-11-25
14.5			2021-11-26
2.0			2021-11-27
15.3			2021-11-28
2.4			2021-11-29
8.5			2021-11-30
0.0			2021-12-02
7.2			2021-12-03
0.0			2021-12-04
0.0			2021-12-05
1.5			2021-12-06
15.7			2021-12-07
0.0			2021-12-08
28.7			2021-12-09
6.5			2021-12-10
1.6			2021-12-11
0.3			2021-12-12
46.3			2021-12-13
6.5			2021-12-14
4.0			2021-12-15
12.4			2021-12-16
7.3			2021-12-18
68.6			2021-12-19
0.0			2021-12-20
0.2			2021-12-21
0.0			2021-12-22
0.0			2021-12-23
0.0			2021-12-24
0.0			2021-12-25
0.0			2021-12-26
0.0			2021-12-27
0.0			2021-12-28
0.0			2021-12-29
2.1			2021-12-30
1.1			2021-12-31
3.4			2022-01-01
28.5			2022-01-02
107.3			2022-01-03
55.8			2022-01-04
12.8			2022-01-06
0.1			2022-01-07
8.4			2022-01-09
18.4			2022-01-10
0.1			2022-01-11
2.0			2022-01-12
0.0			2022-01-13
0.0			2022-01-14
0.0			2022-01-15
0.0			2022-01-16
1.6			2022-01-17
2.4			2022-01-18
0.0			2022-01-20
0.0			2022-01-21
0.0			2022-01-22
0.0			2022-01-23
0.0			2022-01-24
0.0			2022-01-25
0.0			2022-01-26
0.0			2022-01-27
4.5			2022-01-28
1.1			2022-01-29
0.2			2022-01-30
5.4			2022-01-31
0.0			2022-02-01
0.0			2022-02-03
0.0			2022-02-04
0.0			2022-02-05
0.0			2022-02-06
0.0			2022-02-07
0.0			2022-02-08
0.0			2022-02-09
8.3			2022-02-10
5.5			2022-02-11
7.0			2022-02-12
43.3			2022-02-13
2.8			2022-02-14
0.0			2022-02-15
0.0			2022-02-16
0.0			2022-02-17
0.0			2022-02-18
0.1			2022-02-19
29.1			2022-02-20
0.0			2022-02-21
0.0			2022-02-22
4.7			2022-02-23
142.6			2022-02-24
3.3			2022-02-25
2.2			2022-02-26
1.6			2022-02-27
0.0			2022-02-28
0.0			2022-03-01
0.0			2022-03-02
15.1			2022-03-03
1.1			2022-03-04
6.3			2022-03-05
0.0			2022-03-06
21.7			2022-03-07
0.5			2022-03-08
0.0			2022-03-09
0.0			2022-03-10
0.0			2022-03-11
5.8			2022-03-12
12.2			2022-03-13
0.0			2022-03-14
0.0			2022-03-15
0.0			2022-03-16
0.0			2022-03-17
2.6			2022-03-18
34.7			2022-03-19
0.0			2022-03-20
0.0			2022-03-21
0.0			2022-03-22
0.0			2022-03-23
0.0			2022-03-24
0.0			2022-03-26
0.0			2022-03-27
0.0			2022-03-28
0.0			2022-03-29
0.0			2022-03-30
1.2			2022-03-31
0.0			2022-04-01
3.3			2022-04-03
0.1			2022-04-06
2.9			2022-04-07
0.2			2022-04-08
38.2			2022-04-09
16.8			2022-04-10
0.0			2022-04-11
57.7			2022-04-12
28.2			2022-04-13
0.2			2022-04-15
0.0			2022-04-16
0.2			2022-04-17
0.0			2022-04-18
14.9			2022-04-19
0.0			2022-04-21
0.0			2022-04-22
16.8			2022-04-23
4.9			2022-04-24
0.0			2022-04-25
0.0			2022-04-26
0.0			2022-04-27
0.0			2022-04-28
52.5			2022-04-29
28.1			2022-04-30
0.0			2022-05-01
0.0			2022-05-02
0.0			2022-05-03
0.0			2022-05-04
0.0			2022-05-05
0.0			2022-05-06
0.0			2022-05-07
0.0			2022-05-08
0.0			2022-05-09
0.0			2022-05-10
0.0			2022-05-12
0.0			2022-05-13
0.0			2022-05-14
0.0			2022-05-17
0.0			2022-05-18
0.0			2022-05-20
0.0			2022-05-22
