date	rain	min_temp	max_temp
2021-07-23	4.0		
2021-09-13	9.8		
2021-09-16	31.4		
2021-09-28	43.2		
2021-10-06	83.8		
2021-10-09	2.8		
2021-11-11	19.8		
2022-04-21	19.0		
2022-05-06	39.3		
2022-05-12	14.9		
2022-09-04	7.1		
2022-10-14	110.8		
2022-10-16	24.2		
2022-10-24	70.2		
2022-10-27	13.2		
2022-11-19	3.0		
2022-12-15	14.3		
2023-04-20	4.0		
2023-05-05	48.2		
2023-08-20	0.0		
2023-08-25	2.0		
2023-08-27	0.0		
2023-08-29	12.3		
2023-09-18	53.8		
2023-12-31	19.3		
2024-01-16	0.0		
2024-01-17	0.0		
