rain	temp_min	temp_max	date
40.0			2021-12-19
0.0			2021-12-20
0.0			2021-12-21
0.0			2021-12-22
5.5			2021-12-23
0.0			2021-12-24
0.0			2021-12-25
0.0			2021-12-26
0.0			2021-12-27
0.0			2021-12-29
0.0			2021-12-30
0.0			2021-12-31
0.0			2022-01-01
0.5			2022-01-02
1.5			2022-01-03
0.0			2022-01-04
0.0			2022-01-05
0.5			2022-01-06
0.0			2022-01-07
0.0			2022-01-08
15.0			2022-01-09
2.0			2022-01-10
3.0			2022-01-11
0.0			2022-01-12
0.0			2022-01-13
5.0			2022-01-14
6.2			2022-01-15
9.2			2022-01-16
0.0			2022-01-17
19.5			2022-01-18
0.0			2022-01-19
0.0			2022-01-20
0.0			2022-01-21
0.0			2022-01-22
0.0			2022-01-23
0.0			2022-01-24
0.0			2022-01-25
3.0			2022-01-26
8.2			2022-01-27
0.0			2022-01-28
0.0			2022-01-29
0.0			2022-01-30
0.0			2022-01-31
0.0			2022-02-01
0.0			2022-02-03
0.0			2022-02-04
0.0			2022-02-05
0.0			2022-02-06
0.0			2022-02-07
0.0			2022-02-08
0.0			2022-02-09
0.0			2022-02-10
0.0			2022-02-11
8.0			2022-02-12
45.0			2022-02-13
0.7			2022-02-14
0.0			2022-02-15
0.0			2022-02-16
0.0			2022-02-17
0.0			2022-02-18
0.0			2022-02-19
0.0			2022-02-20
0.0			2022-02-21
0.0			2022-02-22
0.0			2022-02-23
0.5			2022-02-24
1.0			2022-02-25
1.6			2022-02-26
0.0			2022-02-27
0.0			2022-02-28
0.0			2022-03-01
0.0			2022-03-02
0.0			2022-03-03
0.0			2022-03-04
0.0			2022-03-05
0.0			2022-03-06
0.0			2022-03-07
21.0			2022-03-08
0.0			2022-03-09
0.0			2022-03-10
0.0			2022-03-11
0.0			2022-03-12
5.3			2022-03-13
0.0			2022-03-14
0.0			2022-03-15
0.0			2022-03-16
0.0			2022-03-17
0.5			2022-03-18
27.5			2022-03-19
9.3			2022-03-20
0.0			2022-03-21
0.0			2022-03-22
0.0			2022-03-23
0.0			2022-03-24
0.0			2022-03-25
0.0			2022-03-26
37.0			2022-03-27
2.6			2022-03-28
0.0			2022-03-29
6.5			2022-03-30
26.5			2022-03-31
0.5			2022-04-01
0.0			2022-04-02
0.0			2022-04-03
13.0			2022-04-04
11.0			2022-04-06
11.0			2022-04-07
9.5			2022-04-08
22.0			2022-04-09
5.6			2022-04-10
9.0			2022-04-11
0.5			2022-04-12
14.0			2022-04-13
1.0			2022-04-14
0.0			2022-04-15
0.0			2022-04-16
0.0			2022-04-17
0.0			2022-04-18
1.5			2022-04-19
0.0			2022-04-21
7.5			2022-04-22
61.5			2022-04-23
6.0			2022-04-24
0.0			2022-04-25
20.0			2022-04-26
36.2			2022-04-27
9.3			2022-04-28
32.0			2022-04-29
5.0			2022-04-30
0.0			2022-05-01
0.0			2022-05-02
72.0			2022-05-03
0.0			2022-05-04
0.0			2022-05-05
4.5			2022-05-06
0.0			2022-05-07
0.0			2022-05-08
3.0			2022-05-09
51.0			2022-05-10
8.5			2022-05-12
47.0			2022-05-13
64.0			2022-05-14
50.0			2022-05-15
11.0			2022-05-16
15.4			2022-05-17
15.0			2022-05-18
25.0			2022-05-19
5.0			2022-05-20
2.5			2022-05-22
4.5			2022-05-23
18.1			2022-05-24
24.0			2022-05-25
0.0			2022-05-26
3.0			2022-05-27
16.0			2022-05-28
9.7			2022-05-29
14.0			2022-05-30
18.0			2022-05-31
75.0			2022-06-01
34.5			2022-06-03
4.0			2022-06-04
1.0			2022-06-05
0.0			2022-06-06
10.2			2022-06-07
3.5			2022-06-08
2.5			2022-06-09
2.0			2022-06-10
0.0			2022-06-11
3.0			2022-06-12
1.0			2022-06-13
0.0			2022-06-14
4.7			2022-06-23
13.0			2022-07-12
1.5			2022-07-13
6.0			2022-07-14
8.5			2022-07-15
2.0			2022-07-17
16.0			2022-07-18
5.0			2022-07-19
16.0			2022-07-20
5.0			2022-07-21
12.0			2022-07-22
10.5			2022-07-23
15.0			2022-07-24
0.0			2022-07-25
14.0			2022-07-26
12.5			2022-07-27
24.0			2022-07-28
0.0			2022-07-29
7.0			2022-07-30
0.0			2022-07-31
37.0			2022-08-01
121.0			2022-08-04
70.0			2022-08-05
12.0			2022-08-07
2.5			2022-08-08
0.0			2022-08-09
0.0			2022-08-10
0.0			2022-08-11
0.0			2022-08-12
0.0			2022-08-13
0.0			2022-08-14
0.0			2022-08-15
0.0			2022-08-16
0.0			2022-08-17
0.0			2022-08-18
2.0			2022-08-19
4.0			2022-08-20
0.0			2022-08-21
7.0			2022-08-22
60.0			2022-08-23
5.5			2022-08-25
1.5			2022-08-26
8.8			2022-08-29
5.5			2022-08-30
13.5			2022-08-31
69.5			2022-09-01
19.0			2022-09-02
3.5			2022-09-03
21.0			2022-09-04
28.0			2022-09-05
63.0			2022-09-06
14.1			2022-09-07
12.8			2022-09-08
0.0			2022-09-09
0.0			2022-09-14
0.0			2022-09-16
0.0			2022-09-17
0.0			2022-09-18
1.5			2022-09-19
0.0			2022-09-21
0.0			2022-09-22
0.0			2022-09-23
0.0			2022-09-24
0.0			2022-09-25
2.0			2022-09-26
0.0			2022-09-27
0.0			2022-09-28
0.5			2022-09-29
27.0			2022-10-01
110.0			2022-10-02
137.0			2022-10-03
92.0			2022-10-04
8.0			2022-10-05
9.5			2022-10-06
4.5			2022-10-07
4.1			2022-10-08
0.0			2022-10-09
0.5			2022-10-10
0.0			2022-10-11
1.7			2022-10-12
14.0			2022-10-13
17.0			2022-10-14
63.0			2022-10-15
17.0			2022-10-16
11.0			2022-10-17
18.0			2022-10-18
24.5			2022-10-19
22.0			2022-10-20
75.0			2022-10-21
41.0			2022-10-22
12.0			2022-10-23
83.0			2022-10-24
14.5			2022-10-25
1.0			2022-10-26
3.5			2022-10-27
0.0			2022-10-28
0.0			2022-10-29
0.0			2022-10-30
46.0			2022-10-31
5.0			2022-11-01
28.0			2022-11-02
4.5			2022-11-03
5.5			2022-11-04
21.0			2022-11-05
19.0			2022-11-06
0.0			2022-11-07
0.0			2022-11-08
1.0			2022-11-09
0.0			2022-11-10
0.0			2022-11-11
10.0			2022-11-12
0.0			2022-11-13
15.0			2022-11-14
19.5			2022-11-15
0.0			2022-11-16
0.0			2022-11-17
0.0			2022-11-18
0.0			2022-11-19
0.0			2022-11-20
0.0			2022-11-21
0.0			2022-11-22
0.0			2022-11-23
0.0			2022-11-24
0.0			2022-11-25
0.0			2022-11-26
8.5			2022-11-27
1.5			2022-11-28
0.0			2022-11-29
0.0			2022-11-30
0.0			2022-12-01
0.0			2022-12-02
12.7			2022-12-03
7.2			2022-12-04
3.7			2022-12-06
0.0			2022-12-07
0.0			2022-12-08
12.5			2022-12-09
3.5			2022-12-10
7.8			2022-12-11
0.0			2022-12-12
0.0			2022-12-13
0.0			2022-12-14
0.0			2022-12-15
0.0			2022-12-16
0.0			2022-12-17
0.0			2022-12-19
0.0			2022-12-20
1.2			2022-12-21
1.8			2022-12-22
2.4			2023-01-18
0.0			2023-01-19
0.0			2023-01-20
0.0			2023-01-21
4.0			2023-01-22
0.0			2023-01-23
0.0			2023-01-24
3.0			2023-01-25
65.0			2023-01-26
0.0			2023-01-27
0.0			2023-01-28
0.0			2023-01-29
3.4			2023-02-02
0.8			2023-02-03
1.0			2023-02-04
0.0			2023-02-06
0.0			2023-02-07
0.0			2023-02-09
0.0			2023-02-10
0.0			2023-02-11
0.0			2023-02-13
0.0			2023-02-14
0.0			2023-02-15
0.0			2023-02-16
0.0			2023-02-17
0.0			2023-02-18
8.5			2023-02-19
3.0			2023-02-20
9.5			2023-02-21
0.0			2023-02-23
0.0			2023-02-24
11.5			2023-02-25
0.0			2023-04-08
48.0			2023-04-09
0.0			2023-04-10
0.0			2023-04-11
0.0			2023-04-12
0.0			2023-04-13
0.0			2023-04-14
0.0			2023-04-15
27.5			2023-04-16
7.7			2023-04-17
3.1			2023-04-18
12.5			2023-04-19
0.0			2023-04-20
20.0			2023-04-21
2.0			2023-04-23
3.3			2023-04-24
3.7			2023-04-25
0.5			2023-04-28
3.0			2023-04-29
22.0			2023-04-30
13.5			2023-05-01
0.7			2023-05-02
0.0			2023-05-03
0.5			2023-05-04
21.5			2023-05-05
3.5			2023-05-06
12.0			2023-05-07
10.0			2023-05-08
28.5			2023-05-09
3.7			2023-05-10
0.0			2023-05-11
29.0			2023-05-13
8.5			2023-05-15
0.0			2023-08-06
0.0			2023-08-07
0.0			2023-08-15
0.0			2023-08-16
0.0			2023-08-17
0.0			2023-08-18
0.0			2023-08-20
0.0			2023-08-21
0.0			2023-08-23
0.0			2023-08-25
0.0			2023-08-26
0.0			2023-08-27
0.0			2023-08-28
0.0			2023-08-29
29.8			2023-08-30
1.0			2023-08-31
6.5			2023-09-02
13.0			2023-09-03
56.0			2023-09-04
56.0			2023-09-05
29.5			2023-09-06
12.0			2023-09-07
0.5			2023-09-09
2.0			2023-09-10
11.5			2023-09-11
15.0			2023-09-12
3.5			2023-09-13
17.0			2023-09-14
22.5			2023-09-15
0.0			2023-09-17
0.0			2023-09-18
0.0			2023-09-19
15.5			2023-09-20
0.0			2023-09-21
3.5			2023-09-22
3.4			2023-09-23
0.0			2023-09-24
0.5			2023-09-25
26.0			2023-10-30
26.0			2023-10-31
33.3			2023-11-01
18.5			2023-11-02
4.5			2023-11-03
18.5			2023-11-04
18.5			2023-11-05
17.0			2023-11-06
68.5			2023-11-07
27.5			2023-11-08
24.0			2023-11-09
56.5			2023-11-10
23.0			2023-11-11
23.0			2023-11-12
12.0			2023-11-13
10.0			2023-11-14
22.0			2023-11-16
20.0			2023-11-17
3.5			2023-11-18
21.0			2023-11-19
10.5			2023-11-20
4.3			2023-11-21
14.5			2023-11-22
0.0			2023-11-23
0.0			2023-11-24
0.0			2023-11-25
0.0			2023-11-26
3.5			2023-11-27
17.0			2023-11-28
6.0			2023-11-29
11.0			2023-11-30
11.6			2023-12-01
7.0			2023-12-03
36.5			2023-12-04
16.0			2023-12-05
2.5			2023-12-06
0.0			2023-12-07
5.0			2023-12-08
12.5			2023-12-09
0.0			2023-12-10
57.0			2023-12-11
0.0			2023-12-12
9.0			2023-12-13
0.0			2023-12-14
1.5			2023-12-15
22.0			2023-12-16
44.0			2023-12-17
44.0			2023-12-18
13.0			2023-12-19
6.5			2023-12-20
0.0			2023-12-21
0.0			2023-12-22
0.0			2023-12-23
0.0			2023-12-24
0.0			2023-12-25
0.0			2023-12-26
0.0			2023-12-27
2.4			2023-12-28
5.0			2023-12-29
2.5			2023-12-30
0.0			2023-12-31
0.0			2024-01-01
42.5			2024-01-02
0.0			2024-01-03
0.0			2024-01-04
1.5			2024-01-05
47.5			2024-01-06
14.5			2024-01-07
31.0			2024-01-08
16.0			2024-01-09
5.5			2024-01-10
7.5			2024-01-11
0.0			2024-01-12
0.0			2024-01-13
0.0			2024-01-14
0.0			2024-01-15
0.0			2024-01-16
0.0			2024-01-17
0.0			2024-01-18
0.0			2024-01-19
5.0			2024-01-20
10.0			2024-01-21
0.0			2024-01-22
0.0			2024-01-23
0.0			2024-01-24
0.0			2024-01-25
0.0			2024-01-26
0.0			2024-01-27
0.0			2024-01-28
0.0			2024-01-29
0.0			2024-01-30
2.5			2024-01-31
3.0			2024-02-01
0.0			2024-02-02
0.0			2024-02-03
0.0			2024-02-04
0.5			2024-02-05
0.0			2024-02-06
0.0			2024-02-07
0.0			2024-02-08
0.0			2024-02-09
0.0			2024-02-10
0.0			2024-02-11
0.0			2024-02-12
0.0			2024-02-13
0.0			2024-02-14
0.0			2024-02-15
0.0			2024-02-16
0.0			2024-02-17
0.0			2024-02-18
0.0			2024-02-19
0.0			2024-02-20
0.0			2024-02-21
0.0			2024-02-22
