date	rain	min_temp	max_temp
2024-04-14	20.0		
2024-04-27	0.5		
2024-04-30	38.0		
2024-05-01	99.0		
2024-05-07	36.5		
2024-05-08	5.0		
2024-05-18	31.0		
2024-06-04	14.0		
2024-06-05	16.0		
2024-06-12	10.0		
2024-06-20	41.0		
2024-06-26	41.0		
2024-06-27	23.5		
2024-07-05	73.0		
2024-07-19	6.0		
2024-07-30	96.5		
2024-08-16	8.0		
2024-08-24	3.0		
2024-08-27	1.0		
2024-08-31	56.5		
2024-09-03	48.0		
2024-09-06	10.0		
2024-09-07	5.5		
2024-09-12	33.5		
2024-09-13	0.5		
2024-09-15	10.5		
2024-09-19	8.0		
2024-10-07	96.5		
2024-10-08	99.0		
2024-10-14	90.5		
2024-10-17	10.5		
2024-10-21	47.5		
2024-10-24	113.0		
