date	rain	min_temp	max_temp
2019-11-25	83.5		
2020-09-25	30.5		
2021-06-28	54.5		
2021-07-19	10.0		
2021-11-25	80.1		
2021-12-09	32.0		
2021-12-30	10.0		
2022-04-20	34.0		
2022-07-29	15.0		
2022-08-29	12.8		
2022-09-02	16.5		
2022-09-28	5.7		
2022-10-25	29.5		
2022-11-01	75.0		
2022-11-11	25.0		
2022-12-08	6.6		
2022-12-13	16.5		
2022-12-22	46.0		
2022-12-28	6.6		
2023-01-24	30.0		
2023-02-02	150.0		
2023-05-11	6.5		
2023-07-12	4.5		
2023-07-17	76.2		
2023-08-14	21.0		
2023-08-23	64.9		
2023-08-31	77.5		
2023-09-21	3.6		
2023-10-09	48.0		
2023-10-10	48.2		
2023-10-17	14.9		
2023-10-25	58.2		
2023-11-09	41.2		
2023-11-14	92.3		
2023-11-30	60.3		
2023-12-11	40.0		
2023-12-15	80.5		
2023-12-19	93.6		
2023-12-22	12.3		
2023-12-24	29.2		
2023-12-25	10.5		
2024-01-19	24.3		
2024-01-20	36.9		
2024-05-08	11.2		
2024-12-30	14.5		
2025-02-25	3.5		
2025-09-08	20.0		
2025-09-10	59.1		
2025-10-08	30.0		
