date	rain	min_temp	max_temp
2018-11-19	64.5		
2019-07-26	10.5		
2019-11-19	42.0		
2019-12-24	22.0		
2020-05-15	21.0		
2020-05-25	100.0		
2021-07-02	34.4		
2021-07-03	5.2		
2021-07-08	39.8		
2021-07-10	109.8		
2021-07-17	3.1		
2021-07-24	29.3		
2021-07-27	79.9		
2021-08-09	89.5		
2021-08-13	12.6		
2021-08-14	2.3		
2021-08-26	88.2		
2021-08-27	35.0		
2021-08-28	18.5		
2021-09-06	49.6		
2021-09-08	3.4		
2021-09-09	13.8		
2021-09-11	5.8		
2021-09-14	34.6		
2021-09-27	60.1		
2021-09-28	35.2		
2021-09-29	53.3		
2021-10-04	18.5		
2021-10-06	75.5		
2021-10-15	15.3		
2021-10-18	14.3		
2021-10-22	39.6		
2021-10-25	39.8		
2021-10-26	68.9		
2021-11-02	49.2		
2021-11-03	69.5		
2021-11-08	95.2		
2021-11-09	118.3		
2021-11-10	65.8		
2021-11-11	12.8		
2021-11-15	56.4		
2021-11-16	46.8		
2021-11-20	35.6		
2021-11-27	35.3		
2021-11-29	32.6		
2021-11-30	28.6		
2022-01-02	68.0		
2022-01-25	2.5		
2022-02-25	11.2		
2022-03-14	6.0		
2022-03-30	8.3		
2022-04-07	47.4		
2022-04-09	37.5		
2022-04-26	13.1		
2022-05-07	14.7		
2022-05-10	54.3		
2022-05-13	75.4		
2022-05-14	42.3		
2022-05-17	49.6		
2022-05-20	27.9		
2022-05-21	20.2		
2022-05-23	14.7		
2022-05-24	17.6		
2022-05-27	98.3		
2022-05-28	19.7		
2022-06-01	72.6		
2022-06-03	14.7		
2022-06-04	8.7		
2022-06-07	24.6		
2022-06-08	9.6		
2022-07-14	2.1		
2022-07-15	9.4		
2022-09-27	1.9		
2022-09-29	6.3		
2022-10-03	48.6		
2022-10-04	63.2		
2022-10-13	83.6		
2022-10-14	89.9		
2022-10-15	131.6		
2022-10-17	44.6		
2022-10-18	69.7		
2022-10-19	106.8		
2022-10-25	61.6		
2022-10-31	83.5		
2022-11-02	42.5		
2022-11-04	43.8		
2022-11-05	66.4		
2022-11-06	69.6		
2022-11-08	67.3		
2022-11-15	119.8		
2022-11-17	7.3		
2022-12-12	7.4		
2022-12-27	18.3		
2022-12-28	6.7		
2022-12-29	17.3		
2023-03-13	47.6		
2023-03-17	44.6		
2023-03-24	63.4		
2023-03-30	47.4		
2023-04-08	96.6		
2023-04-18	19.6		
2023-04-25	73.1		
2023-04-28	9.9		
2023-05-09	26.7		
2023-05-10	89.3		
2023-05-11	43.4		
2023-06-04	9.4		
2023-06-23	7.6		
2023-06-26	84.3		
2023-06-28	64.7		
2023-06-29	19.4		
2023-07-04	27.7		
2023-07-06	119.8		
2023-07-17	9.4		
2023-07-20	18.5		
2023-07-25	39.3		
2023-08-16	8.7		
2023-08-28	43.7		
2023-08-29	29.8		
2023-08-31	45.6		
2023-09-01	49.7		
2023-09-04	107.8		
2023-09-06	92.6		
2023-09-07	114.3		
2023-09-08	123.4		
2023-09-09	21.2		
2023-09-12	123.2		
2023-09-13	27.2		
2023-09-14	89.7		
2023-09-19	22.7		
2023-09-20	107.6		
2023-09-22	87.6		
2023-10-09	22.6		
2023-10-13	75.6		
2023-10-17	39.4		
2023-10-25	38.9		
2023-10-26	56.2		
2023-10-30	79.4		
2023-10-31	89.7		
2023-11-11	35.3		
2023-11-18	32.7		
2023-11-20	104.6		
2023-11-22	123.8		
2023-11-24	36.3		
2023-11-29	33.7		
2023-11-30	48.9		
2023-12-02	27.3		
2023-12-04	79.6		
2023-12-16	76.3		
2023-12-19	91.8		
2024-01-08	77.6		
2024-01-20	47.8		
2024-01-22	57.2		
2024-01-31	59.8		
2024-02-01	97.7		
2024-02-27	13.4		
2024-03-23	58.4		
2024-03-25	39.8		
2024-03-29	36.5		
2024-04-05	79.8		
2024-04-06	53.7		
2024-04-19	28.4		
2024-04-20	16.6		
2024-04-25	40.4		
2024-05-06	28.8		
2024-05-07	39.6		
2024-05-09	48.8		
2024-05-16	24.3		
2024-05-20	127.4		
2024-05-25	143.8		
2024-05-27	126.7		
2024-05-31	31.2		
2024-06-07	43.2		
2024-06-10	79.7		
2024-06-11	18.3		
2024-06-12	29.6		
2024-06-13	15.7		
2024-06-14	8.1		
2024-06-15	29.2		
2024-06-19	59.4		
2024-06-20	79.6		
2024-06-24	62.5		
2024-06-25	95.7		
2024-06-26	93.7		
2024-06-27	43.6		
2024-07-02	38.9		
2024-07-03	9.4		
2024-07-05	33.7		
2024-07-07	88.3		
2024-07-09	16.2		
2024-07-15	27.6		
2024-07-17	41.2		
2024-07-23	38.4		
2024-07-29	38.3		
2024-07-30	97.4		
2024-08-03	9.7		
2024-08-20	73.0		
2024-09-05	51.4		
2024-09-09	48.7		
2024-09-12	28.6		
2024-10-10	72.3		
2024-10-28	52.1		
2025-01-24	8.5		
2025-01-30	27.9		
2025-03-02	45.1		
2025-03-20	52.8		
2025-03-26	69.5		
2025-03-27	40.9		
