date	rain	min_temp	max_temp
2024-04-03	36.5		
2024-04-04	34.5		
2024-04-08	20.0		
2024-04-18	40.5		
2024-04-18	40.5		
2024-04-23	31.0		
2024-04-27	5.0		
2024-05-02	4.0		
2024-06-01	52.0		
2024-06-07	21.5		
2024-06-08	26.5		
2024-06-11	15.5		
2024-06-12	18.0		
2024-06-15	21.0		
2024-06-18	2.5		
2024-06-21	28.0		
2024-06-27	26.5		
2024-07-17	14.5		
2024-07-19	8.5		
2024-07-23	41.5		
2024-07-25	3.0		
2024-07-30	117.5		
2024-08-01	37.0		
2024-08-02	27.0		
2024-09-12	44.5		
2024-09-14	19.0		
2024-09-18	9.0		
2024-10-06	4.5		
2024-10-07	123.5		
