date	rain	min_temp	max_temp
2024-04-03	38.0		
2024-04-15	52.5		
2024-04-19	46.0		
2024-05-01	33.5		
2024-05-07	72.0		
2024-05-08	18.0		
2024-06-14	1.0		
2024-06-30	0.5		
2024-07-30	119.5		
2024-08-02	26.0		
2024-08-16	18.0		
2024-08-27	1.5		
2024-08-31	57.0		
2024-09-07	5.0		
2024-09-14	6.0		
2024-09-18	9.5		
2024-09-26	7.5		
2024-10-08	106.0		
2024-10-14	114.0		
2024-10-19	6.5		
2024-10-21	110.0		
2024-10-24	97.5		
2024-11-21	39.0		
2024-12-22	44.5		
2024-12-30	16.5		
2025-01-01	64.0		
2025-01-17	19.0		
2025-01-24	9.5		
2025-01-26	5.0		
2025-02-06	0.5		
2025-02-18	76.0		
2025-03-12	63.5		
2025-03-20	58.5		
2025-03-25	30.0		
2025-03-29	27.0		
2025-04-05	77.0		
2025-04-13	14.5		
2025-04-14	2.5		
2025-06-30	1.0		
2025-07-15	6.0		
2025-07-29	0.5		
2025-07-31	0.5		
2025-08-07	0.5		
2025-08-10	0.5		
2025-08-15	10.0		
2025-08-17	34.5		
2025-08-19	1.0		
2025-08-29	16.5		
2025-09-22	25.0		
2025-09-23	25.0		
