rain	temp_min	temp_max	date
2.7			2022-12-10
2.3			2022-12-11
0.0			2022-12-12
0.0			2022-12-13
0.0			2022-12-14
0.0			2022-12-15
0.0			2022-12-16
0.7			2022-12-17
15.0			2022-12-19
10.2			2022-12-20
15.4			2022-12-21
3.9			2022-12-22
4.5			2023-01-18
0.0			2023-01-19
0.0			2023-01-20
4.8			2023-01-22
0.1			2023-01-23
1.3			2023-01-24
2.3			2023-01-25
0.0			2023-01-26
0.0			2023-01-27
0.0			2023-01-29
5.7			2023-02-02
12.8			2023-02-03
3.4			2023-02-04
4.5			2023-02-05
0.1			2023-02-06
4.2			2023-02-07
0.1			2023-02-08
0.0			2023-02-09
0.0			2023-02-10
0.0			2023-02-11
0.0			2023-02-12
0.0			2023-02-13
0.0			2023-02-14
0.0			2023-02-15
0.0			2023-02-16
0.0			2023-02-17
0.0			2023-02-18
0.1			2023-02-19
7.3			2023-02-20
2.4			2023-02-21
0.0			2023-02-23
0.0			2023-02-24
4.1			2023-02-25
0.0			2023-04-08
11.3			2023-04-09
0.0			2023-04-10
0.0			2023-04-11
0.0			2023-04-12
0.0			2023-04-13
0.0			2023-04-14
0.0			2023-04-15
0.0			2023-04-16
0.0			2023-04-18
0.0			2023-04-19
0.0			2023-04-20
0.0			2023-04-21
15.3			2023-04-23
11.0			2023-04-24
9.0			2023-04-25
0.0			2023-04-28
7.2			2023-04-29
8.9			2023-04-30
2.0			2023-05-01
21.6			2023-05-02
0.2			2023-05-03
2.6			2023-05-04
20.5			2023-05-05
4.8			2023-05-06
2.5			2023-05-07
2.6			2023-05-08
6.5			2023-05-09
0.2			2023-05-10
0.0			2023-05-11
8.4			2023-05-13
0.0			2023-08-06
8.1			2023-08-07
0.0			2023-08-15
0.0			2023-08-16
0.0			2023-08-17
0.0			2023-08-18
0.1			2023-08-19
0.0			2023-08-20
0.0			2023-08-21
7.6			2023-08-23
0.0			2023-08-25
8.3			2023-08-28
15.4			2023-08-30
2.8			2023-09-02
20.5			2023-09-03
42.5			2023-09-04
42.5			2023-09-05
26.9			2023-09-06
11.6			2023-09-07
13.7			2023-09-08
0.0			2023-09-09
1.5			2023-09-10
3.2			2023-09-11
3.3			2023-09-12
0.5			2023-09-13
5.3			2023-09-14
9.8			2023-09-15
0.0			2023-09-16
0.0			2023-09-17
1.1			2023-09-18
10.8			2023-09-19
18.6			2023-09-20
0.3			2023-09-21
10.4			2023-09-22
0.0			2023-09-24
2.7			2023-10-30
16.1			2023-10-31
0.6			2023-11-01
12.9			2023-11-02
9.4			2023-11-03
36.6			2023-11-04
36.6			2023-11-05
26.6			2023-11-06
2.9			2023-11-07
8.4			2023-11-08
0.2			2023-11-09
47.3			2023-11-10
17.7			2023-11-11
17.7			2023-11-12
8.5			2023-11-13
27.1			2023-11-14
0.4			2023-11-15
2.3			2023-11-16
2.1			2023-11-17
17.1			2023-11-18
48.6			2023-11-19
12.9			2023-11-20
18.4			2023-11-21
32.3			2023-11-22
42.5			2023-11-23
0.0			2023-11-24
0.1			2023-11-26
0.4			2023-11-27
2.8			2023-11-28
1.8			2023-11-29
11.2			2023-11-30
6.7			2023-12-01
15.1			2023-12-02
1.1			2023-12-03
23.6			2023-12-04
19.6			2023-12-05
0.0			2023-12-06
0.0			2023-12-07
24.7			2023-12-08
6.5			2023-12-09
0.4			2023-12-10
18.0			2023-12-11
0.1			2023-12-12
12.8			2023-12-13
1.2			2023-12-14
6.4			2023-12-15
51.9			2023-12-16
6.7			2023-12-17
6.7			2023-12-18
45.7			2023-12-19
9.8			2023-12-20
5.8			2023-12-21
0.0			2023-12-22
0.0			2023-12-23
0.0			2023-12-24
2.5			2023-12-25
0.0			2023-12-26
8.2			2023-12-27
62.3			2023-12-28
15.6			2023-12-29
22.6			2023-12-30
14.0			2023-12-31
6.9			2024-01-01
46.5			2024-01-02
0.0			2024-01-03
0.0			2024-01-04
0.3			2024-01-05
3.6			2024-01-06
4.5			2024-01-08
38.4			2024-01-09
15.8			2024-01-10
23.9			2024-01-11
0.0			2024-01-13
0.0			2024-01-14
0.0			2024-01-15
0.0			2024-01-16
0.0			2024-01-17
0.0			2024-01-18
4.3			2024-01-19
2.6			2024-01-20
8.3			2024-01-21
0.0			2024-01-22
0.0			2024-01-23
0.0			2024-01-24
0.0			2024-01-25
0.0			2024-01-26
0.0			2024-01-27
1.3			2024-01-28
0.3			2024-01-29
17.6			2024-01-31
11.3			2024-02-01
0.1			2024-02-02
0.0			2024-02-03
0.0			2024-02-04
6.8			2024-02-05
0.0			2024-02-07
0.0			2024-02-08
0.0			2024-02-09
0.0			2024-02-10
0.0			2024-02-11
0.0			2024-02-12
0.0			2024-02-13
0.0			2024-02-14
3.0			2024-02-15
2.9			2024-02-17
0.0			2024-02-18
0.0			2024-02-19
0.0			2024-02-20
0.0			2024-02-21
0.0			2024-02-22
