"ld,.=K jd¾;dj லொனிழய அமிக்ழக Weather Report
"න ෝටන්ந஥ாட்டன்Norton","0.0","රන්ට෉නේ இபந்தம்ந஧Rantambe","","0.0"
"ම෈ඕස෇ස෈ක෉නල්மநௌசக்கந஬ Maussakele","0.0","නබෝලෙ෉න්  ந஧ாவத்தன்஦Bowatenna","","0.0"
"ක෉නියන්கன்னன்Canyon","0.0","උකුනල඼உக்குவ஬Ukuwela","","0.0"
"඼ක්ෂප෈ ஬க்ச஧ா஦Lakshapana","0.0","සම ළල෉ලசந஦஬மவவSamanala Wawa","","0.0"
"ඉහ඼ නකොත්මනල්நநல்மகாத்நல஬Upper Kotmale","0.0","කුකුනල් ගංඟ குக்குந஭கங்கKukuleganaga","","5.0"
"නකොත්මනල් மகாத்நல஬Kotmale","0.0","මස෇නකළියநஸ்நக஬ினMaskeliya","","0.0"
"වික්නටෝරිය෈விக்நபா஫ினா Victoriya","0.0","්බඩ஥ாம஧ாலடNeboda","","0.0"
"","","","",""
"wksl=;a j¾Idm;k ia:dk ஏழன஬ நிழய஬ங்கரின் ஫ழறல ீழ்ச்சி Other Rainfall Stations","","","",""
"vR;`m`nSw`n kio tPo;rp epiyaq;fs;Rainfall Stations","ÉÉ-kp..kP-mm","vR;`m`n Sw`n  kio tPo;rp epiyaq;fs;   Rainfall Stations","","ÉÉ-kp..kP-mm"
"නපෝද්දිනල඼ ந஧ாதிவ஬ நதாட்டம் Poddiwela Farm","12.3","ජ඼සම්ප෈ද -ය෈ප ය஥ீர்வ஭ச்-சல஧Water-Jaffna","","0.0"
"හිනිඳුමகி஦ிதுநHiniduma","11.5","ල෈රිම෈ර්ග-ය෈ප ය னாழ்ப்஧ாணம் ஥ீர்ப்஧ாச஦ம் Jaffna Irrigation","","0.0"
"බටුලන්ග඼ ஧ட்டுவான்க஬Batuwangala","5.6","නඩල්ෆ෇ ද෕පෙ  ம஥டுந்தீவு Delft","","0.0"
"අංනගොඩ அங்மகாலட Angoda","5.5","කෘෂිකර්ම-ය෈ප යகி஭ிம஥ாச்சி விவசானம்Kilinochchi Agriculture","","0.0"
"නමො රවි மநா஦ந஫ாவினாMonrovia","3.2","ඔඩ්ඩුසුඩ෈න්ஒட்டுசுட்டான்Oddusuddan","","0.0"
"අච්චිනව්ලි அச்சுநவ஬ி Atchuvely","0.0","අලිමංකඩ னால஦ ஧ாஸ்Elephant Pass","","0.0"
"නේදුරුතුඩුල ஧௫த்தித் துல஫ Point Pedro","0.0","ච෈ලකච්නච්රී சாவகச்நசரி Chavakachcheri","","0.0"
"෈ගදීපය஥னி஦ாதீவு Nainathive","0.0","අක්කර෈යන් அக்காபானண் Akkarayan","","0.0"
"අ඼ම්පිලි அ஬ம்஧ில் Almapil","0.0","නෙල්ලිේපන඼යි மதல்஬ிப்஧ல஬ Thellippallei","","0.0"
"ලල්ලිපුරම්  வல்஬ிபுபம் Wallipuram","0.0","අම්පන් அம்஧ன் Ampan","","0.0"
"","","","",""
"Wmßu j¾Idm;kh  / அதிகூடி஬ ஫ழறல ீழ்ச்சி/ Highest Rainfall :","","වටප ොත (රත්නපුර)         லட்டபபொத (஭த்னபு஭) 
44.5
mm
Watapotha (Ratnapura) - AWS","",""
