"ld,.=K jd¾;dj வாைிழல அறிக்ழக Weather Report
 osk Wfoa 0830 g wjika jQ meh 24 i|yd 
2022.08.25
          for the 24 hour period ending at 0830SLTS on this date","","","",""
"k`l²zìq&` m[&Sw`n
tspkz;lytpay;  epiyaq;fs;
Meteorological Stations","@sv@N u:zWvy(@s) 
epoypy; ntg;gepiy( nr)
Temperature in the shade (°C)","","vR;`pwny(ÉÉ)
kio tPo;r;rp(kp..kP)
Rainfall (mm)",""
"","upÝmcaH Max","avm ,opTMin.","Daily Rainfall",""
"wkqrdOmqrhஅநுபாதபுபம்Anuradhapura","33.0","24.4","0.0",""
"nÿ,a, ஧துள஭Badulla","28.5","19.3","0.0",""
"nKavdrfj, ஧ண்டாபவள஭Bandarawela","25.0","17.9","0.0",""
"uvl,mqj நட்டக்க஭ப்புBatticaloa","34.6","24.4","5.0",""
"fld<U ககாழும்புColombo","30.6","26.1","0.0",""
".d,a, கா஬ிGalle","28.5","25.5","0.3",""
"yïnkaf;dg ம்஧ாந்ததாட்ளடHambanthota","33.5","24.9","0.0",""
"hdmkh  னாழ்ப்஧ாணம்Jaffna","31.5","26.2","TR",""
"fudKrd., கநா஦஫ாகள஬ Monaragala","32.6","21.6","TR",""
"lgq.iaf;dg  கட்டுகஸ்ததாட்ளட Katugasthota","26.8","21.7","0.1",""
"lgqkdhl  கட்டு஥ானக்காKatunayake","30.8","26.0","0.0",""
"l=reKE., குருணாகல் Kurunagala","30.0","24.2","0.0",""
"uy b¨mam,a,u நஹாஇலுப்஧ல்஬ந Maha Illuppallama","30.8","24.0","0.0",""
"ukakdru நன்஦ார்Mannar","29.3","26.1","TR",""
"fmdf<dkakrej  க஧ா஬ன்஥றுவ polonnaruwa","33.6","26.2","0.0",""
"kqjrt<sh  நுவகப஬ினாNuwara Eliya","17.3","13.9","0.2",""
"fmd;=ú,a க஧ாத்துவில்Pothuvil","33.8","24.6","3.5",""
"m
;a;,u புத்த஭ம்Puttalam","30.5","25.9","0.0",""
"r;au,dk இபத்ந஬ாள஦Rathmalana","31.4","26.3","0.0",""
"r;akmqrh இபத்தி஦புரிRathnapura","29.6","23.6","0.0",""
";%sl=Kdu,h திருதகாணநள஬Trincomalee","34.5","23.8","2.0",""
"jõkshdj வவு஦ினாVavuniya","32.0","24.1","12.3",""
"u;a;, நத்த஭Mattla","33.0","23.9","0.0",""
"මුලතිව්/ மு஬த்திவ்/ Mullativu","34.3","25.2","0.0",""
"úÿ,s n,d.dr wdY%
; c,dY  நீர்மின் நீரரந்துப் பரப்பு Hydro Catchment Areas","","","",""
"vR;`m`n Sw`nkio tPo;rp epiyaq;fs;Rainfall Stations","ÉÉ-kp..kP-mm","vR;`m`n Sw`n  kio tPo;rp epiyaq;fs;                Rainfall Stations","","ÉÉ-kp..kP-mm"
"කාසල්රීகாசல்஫ீச்Castlereigh","5.5","න්නෙණිගල இபந்மத஦ிக஬Randenigala","","0.0"
"න ෝටන්ந஥ாட்டன்Norton","7.6","න්ටැනේ இபந்தம்ந஧Rantambe","","0.0"
"මාඕස්සාකැනල්மநௌசக்கந஬ Maussakele","8.2","නබෝවතැන්  ந஧ாவத்தன்஦Bowatenna","","0.0"
"කැනියන්கன்னன்Canyon","8.0","උකුනවලஉக்குவ஬Ukuwela","","0.0"
"ලක්ෂපා ஬க்ச஧ா஦Lakshapana","6.0","සම ළවැවசந஦஬மவவSamanala Wawa","","0.0"
"ඉහල නකොත්මනල්நநல்மகாத்நல஬Upper Kotmale","0.6","කුකුනල් ගංඟ குக்குந஭கங்கKukuleganaga","","3.0"
"නකොත්මනල් மகாத்நல஬Kotmale","1.3","මස්නකළියநஸ்நக஬ினMaskeliya","","NA"
"වික්නටෝරියාவிக்நபா஫ினா Victoriya","0.0","ෑබඩ஥ாம஧ாலடNeboda","","NA"
"","","","",""
"wksl=;a j¾Idm;k ia:dk ஏழைய நிழலயங்களின் மழழவ ீழ்ச்சி Other Rainfall Stations","","","",""
"vR;`m`nSw`n kio tPo;rp epiyaq;fs;Rainfall Stations","ÉÉ-kp..kP-mm","vR;`m`n Sw`n  kio tPo;rp epiyaq;fs;   Rainfall Stations","","ÉÉ-kp..kP-mm"
"මතුගම நத்துகந Mathugama","20.5","ගුරුළුවා  குறுழுவா஦ Guruluwana","","3.9"
"කලවැදි උල්පතக஬வதிஉல்ம஧ாத்த Kalavedi Ulpotha","11.8","අම්පා  அம்஧ால஫ Ampara","","3.8"
"නකොටගල න ොසිටාமகாட்டக஬ மபாசிட்டா Kotagala Rosita","7.8","නෙනියායமத஦ினான Deniyaya","","3.5"
