"ld,.=K jd¾;dj வொைிழல அறிக்ழ  Weather Report
"u;a;, நத்த஭Mattla","31.8","20.8","0.0",""
"මු඼තිව් முல்லயத்தீவு  Mullaithivu","29.9","22.6","0.0",""
"úÿ,s n,d.dr wdY%
; c,dY  நீர்மின் நீரரந்துப் பரப்பு Hydro Catchment Areas","","","",""
"vR;`m`n Sw`nkio tPo;rp epiyaq;fs;Rainfall Stations","ÉÉ-kp..kP-mm","vR;`m`n Sw`n  kio tPo;rp epiyaq;fs;                Rainfall Stations","","ÉÉ-kp..kP-mm"
"කාසල්රීகாசல்மீச்Castlereigh","0.0","රන්නෙණිග඼ இ஭ந்மதனிகயRandenigala","","0.0"
"න ෝටන්ந ாட்டன்Norton","8.6","රන්ටැනේ இ஭ந்தம்நபRantambe","","0.0"
"මාඕස්සාකැනල්ம஫ௌசக்கநய Maussakele","0.0","නබෝලතැන්  நபாவத்தன்னBowatenna","","0.0"
"කැනියන්கன்஬ன்Canyon","1.8","උකුනල඼உக்குவயUkuwela","","0.0"
"඼ක්ෂපා யக்சபானLakshapana","0.6","සම ළලැලச஫னயமவவSamanala Wawa","","0.0"
"ඉහ඼ නකොත්මනල්ந஫ல்மகாத்஫லயUpper Kotmale","0.0","කුකුනල් ගංඟ குக்குநரகங்கKukuleganaga","","8.0"
"නකොත්මනල් மகாத்஫லயKotmale","0.0","මස්නකළිය஫ஸ்நகயி஬Maskeliya","","0.0"
"වික්නටෝරියාவிக்ந஭ாமி஬ா Victoriya","0.0","ෑබඩ ாமபாலடNeboda","","NA"
"","","","",""
"wksl=;a j¾Idm;k ia:dk ஏழைய நிழலயங் ளின் மழழவ ீழ்ச்சி Other Rainfall Stations","","","",""
"vR;`m`nSw`n kio tPo;rp epiyaq;fs;Rainfall Stations","ÉÉ-kp..kP-mm","vR;`m`n Sw`n  kio tPo;rp epiyaq;fs;   Rainfall Stations","","ÉÉ-kp..kP-mm"
"ගුරුළුලා  குறுழுவான Guruluwana","37.4","නකොළඹ නකොටුල மகாழும்பு நகாட்லட Colombo Fort","","9.5"
"අයගම அ஬க஫ Ayagama","37.0","අර ායක அமனா஬க்க Aranayeka","","8.7"
"ක඼ටුලාල கயட்டுமவவ Kalatuwawa","26.5","මතුගම ஫த்துக஫ Mathugama","","8.7"
"අක්කරායන් அக்கா஭ா஬ண் Akkarayan","23.4","඼බුගම யபுக஫ Labugama","","6.9"
"බණ්ඩාරගම பண்டா஭க஫ Bandaragama","20.5","කළුතර களுத்துலம Kaluthara","","6.3"
"පාදුක්ක பாதுக்லக Padukka Estate","18.5","නලෝගන්  ලතුයාය நவாகன் Vogan","","3.1"
"ඉලිබුළුල இலுபுலுவ Ilubuluwa Estate","16.6","යටියන්නතොට எட்டி஬ாந்நதாட்லட Yatiyanthota","","2.8"
"හංලැල්඼ஹங்மவல்ய Hanwella","12.4","නෙනියායமதனி஬ா஬ Deniyaya","","2.5"
"නෙහිල඼ மதகிவலர Dehiwala","10.4","නමොරලිය ඔය மு஭யிஒ஬ Moraliya-Oya","","2.5"
"බටුලන්ග඼ பட்டுவான்கயBatuwangala","9.7","හිනිඳුමகினிது஫Hiniduma","","2.0"
"","","","",""
"Wmßu j¾Idm;kh  / அதிகூடிய மழழவ ீழ்ச்சி/ Highest Rainfall :","","58.6
mm
fld<U க ொழும்புColombo","",""
