"ld,.=K jd¾;dj லானிழய அமிக்ழக Weather Report
 osk Wfoa 0830 g wjika jQ meh 24 i|yd 
2023.01.26
          for the 24 hour period ending at 0830SLTS on this date","","","",""
"k`l²zìq&` m[&Sw`n
tspkz;lytpay;  epiyaq;fs;
Meteorological Stations","@sv@N u:zWvy(@s) 
epoypy; ntg;gepiy( nr)","","vR;`pwny(ÉÉ)
kio tPo;r;rp(kp..kP)
Rainfall (mm)",""
"","Temperature in the shade (°C)","","",""
"","upÝmcaH Max","avm ,opTMin.","Daily Rainfall",""
"wkqrdOmqrhஅநுபாதபுபம்Anuradhapura","30.0","21.9","0.0",""
"nÿ,a, ஧துள஭Badulla","26.8","16.6","0.0",""
"nKavdrfj, ஧ண்டாபவள஭Bandarawela","23.9","14.4","0.0",""
"uvl,mqj நட்டக்க஭ப்புBatticaloa","28.4","23.6","0.0",""
"fld<U ககாழும்புColombo","31.2","23.5","0.0",""
".d,a, கா஬ிGalle","28.6","23.8","0.0",""
"yïnkaf;dg ம்஧ாந்ததாட்ளடHambanthota","30.4","22.7","0.0",""
"hdmkh  னாழ்ப்஧ாணம்Jaffna","29.2","20.3","0.0",""
"fudKrd., கநா஦஫ாகள஬ Monaragala","30.9","20.6","0.0",""
"lgq.iaf;dg  கட்டுகஸ்ததாட்ளட Katugasthota","29.4","18.6","0.0",""
"lgqkdhl  கட்டு஥ானக்காKatunayake","31.8","22.2","0.0",""
"l=reKE., குருணாகல் Kurunagala","31.7","21.4","0.0",""
"uy b¨mam,a,u நஹாஇலுப்஧ல்஬ந Maha Illuppallama","30.1","21.6","0.0",""
"ukakdru நன்஦ார்Mannar","29.4","24.9","0.0",""
"fmdf<dkakrej  க஧ா஬ன்஥றுவ polonnaruwa","29.6","22.0","0.0",""
"kqjrt<sh  நுவகப஬ினாNuwara Eliya","21.4","9.6","0.0",""
"fmd;=ú,a க஧ாத்துவில்Pothuvil","30.1","23.1","0.0",""
"m
;a;,u புத்த஭ம்Puttalam","31.4","21.4","0.0",""
"r;au,dk இபத்ந஬ாள஦Rathmalana","31.1","23.6","0.0",""
"r;akmqrh இபத்தி஦புரிRathnapura","32.7","21.9","3.7",""
";%sl=Kdu,h திருதகாணநள஬Trincomalee","28.4","23.8","0.0",""
"jõkshdj வவு஦ினாVavuniya","29.6","21.0","0.0",""
"u;a;, நத்த஭Mattla","31.5","21.5","0.0",""
"මු඼තිව් முல்ல஬த்தீவு  Mullaithivu","28.7","25.6","0.0",""
"úÿ,s n,d.dr wdY%
; c,dY  நீர்஫ின் நீர஭ந்துப் ப஭ப்பு Hydro Catchment Areas","","","",""
"vR;`m`n Sw`nkio tPo;rp epiyaq;fs;Rainfall Stations","ÉÉ-kp..kP-mm","vR;`m`n Sw`n  kio tPo;rp epiyaq;fs;                Rainfall Stations","","ÉÉ-kp..kP-mm"
"කාසල්රීகாசல்஫ீச்Castlereigh","65.0","රන්නෙණිග඼ இபந்மத஦ிக஬Randenigala","","0.0"
"න ෝටන්ந஥ாட்டன்Norton","3.3","රන්ටැනේ இபந்தம்ந஧Rantambe","","0.0"
"මාඕස්සාකැනල්மநௌசக்கந஬ Maussakele","12.3","නෙෝලතැන්  ந஧ாவத்தன்஦Bowatenna","","0.0"
"කැනියන්கன்னன்Canyon","34.3","උකුනල඼உக்குவ஬Ukuwela","","0.0"
"඼ක්ෂපා ஬க்ச஧ா஦Lakshapana","4.8","සම ළලැලசந஦஬மவவSamanala Wawa","","0.0"
"ඉහ඼ නකොත්මනල්நநல்மகாத்நல஬Upper Kotmale","0.0","කුකුනල් ගංඟ குக்குந஭கங்கKukuleganaga","","7.0"
"නකොත්මනල් மகாத்நல஬Kotmale","0.0","මස්නකළියநஸ்நக஬ினMaskeliya","","0.0"
"වික්නටෝරියාவிக்நபா஫ினா Victoriya","0.0","ෑෙඩ஥ாம஧ாலடNeboda","","NA"
"","","","",""
"wksl=;a j¾Idm;k ia:dk ஏழன஬ நிழய஬ங்கரின் ஫ழறல ீழ்ச்சி Other Rainfall Stations","","","",""
"vR;`m`nSw`n kio tPo;rp epiyaq;fs;Rainfall Stations","ÉÉ-kp..kP-mm","vR;`m`n Sw`n  kio tPo;rp epiyaq;fs;   Rainfall Stations","","ÉÉ-kp..kP-mm"
"ගුරුළුලා  குறுழுவா஦ Guruluwana","39.6","ලිය ගස්නතොට ஬ினணகஸ்நதாட்ட Liyangastota","","12.9"
"නපෝද්දිනල඼ ந஧ாதிவ஬ நதாட்டம் Poddiwela Farm","27.0","නහල්නෙොඩ ம ஬ம஧ாட Helboda North","","8.0"
"අයගම அனகந Ayagama","26.5","නෙනියායமத஦ினான Deniyaya","","7.5"
"කෑරග඼ காபக஬ Karagala","26.0","ෙටුලන්ග඼ ஧ட்டுவான்க஬Batuwangala","","6.8"
"නෙත ග඼ மடட்டணகல்ல஬ Dethanagala","21.7","කුට්ට පිටිය නත් குட்டப்஧ிட்டின Kuttapitiya Tea","","6.4"
"මතුගම நத்துகந Mathugama","19.7","ලටල඼ வட்டவா஬ா Watawala","","2.5"
"මාප඼ා  நா஧஬ா஦Mapalana","15.0","මිද්නෙණිය நித்மத஦ின நதாட்டம் Middeniya Farm","","1.7"
"නෙන්නතොට ලත්ත ம஧ந்நதாட்டவத்தBenthotawatta","14.3","ඇඹිලිපිටිය எம்஧ி஬ி஧ிட்டின Embilipitiya","","1.5"
"කැටන්නෙොළகட்டன்மதா஬Kethendola","13.5","ෙගලන්ත඼ාල ம஧ாம ாவந்த஬ாவ Bogawanthalawa","","1.0"
"නලෝගන්  ලතුයාය நவாகன் Vogan","13.2","අච්චිනව්ලි அச்சுநவ஬ி Atchuvely","","0.0"
"","","","",""
"Wmßu j¾Idm;kh  / அதிகூடி஬ ஫ழறல ீழ்ச்சி/ Highest Rainfall :","","මීගහතැන්න ஫ீ கஹததன்ன Meegahatenna 
74.5
mm
(Kalutara) - AWS","",""
