"ld,.=K jd¾;dj லானிலய அமிக்லை Weather Report
"න ෝටන්ந ாட்டன்Norton","0.0","රන්ටැනේ இ஭ந்ெம்நபRantambe","","1.6"
"මාඕස්සාකැනල්ம஫ௌசக்கநய Maussakele","0.0","නබෝලතැන්  நபாவத்ென்னBowatenna","","0.0"
"කැනියන්கன்஬ன்Canyon","0.0","උකුනල඼உக்குவயUkuwela","","0.0"
"඼ක්ෂපා யக்சபானLakshapana","0.0","සම ළලැලச஫னயமவவSamanala Wawa","","0.0"
"ඉහ඼ නකොත්මනල්ந஫ல்மகாத்஫லயUpper Kotmale","0.0","කුකුනල් ගංඟ குக்குநரகங்கKukuleganaga","","0.0"
"නකොත්මනල් மகாத்஫லயKotmale","0.0","මස්නකළිය஫ஸ்நகயி஬Maskeliya","","0.0"
"වික්නටෝරියාவிக்ந஭ாமி஬ா Victoriya","0.0","ෑබඩ ாமபாலடNeboda","","0.0"
"","","","",""
"wksl=;a j¾Idm;k ia:dk ஏலன஬ நிலய஬ங்ைரின் ஫லறல ீழ்ச்சி Other Rainfall Stations","","","",""
"vR;`m`nSw`n kio tPo;rp epiyaq;fs;Rainfall Stations","ÉÉ-kp..kP-mm","vR;`m`n Sw`n  kio tPo;rp epiyaq;fs;   Rainfall Stations","","ÉÉ-kp..kP-mm"
"මතුගම ஫த்துக஫ Mathugama","27.3","අයගම அ஬க஫ Ayagama","","7.5"
"ඉලිබුළුල இலுபுலுவ Ilubuluwa Estate","25.2","කන්ෙකැටිය கந்ெமகட்டி஬ Kandaketiya","","6.7"
"඼බුගම யபுக஫ Labugama","17.6","පාදුක්ක பாதுக்லக Padukka Estate","","6.2"
"බටුලන්ග඼ பட்டுவான்கயBatuwangala","15.6","ගන඼ෝ඼ஹலூயGaloola","","6.0"
"ගුරුළුලා  குறுழுவான Guruluwana","13.6","පන් ල්ගම பன்னல்க஫ Pannalgama","","5.0"
"඼ාහුග඼ யாகுகலய Lahugala Tank","12.5","ඇ඼හැර அயஹம Elahara","","4.5"
"ක඼ටුලාල கயட்டுமவவ Kalatuwawa","10.9","හිනිඳුමகினிது஫Hiniduma","","4.0"
"ප ම ලැල பாண஫ Panama Tank","8.7","හංලැල්඼ஹங்மவல்ய Hanwella","","2.4"
"කිරම  கிம஫ Kirama","7.5","බඳගිරිය பண்டஹிமி஬ Bandagiriya Tank","","2.0"
"නෙනියායமெனி஬ா஬ Deniyaya","7.5","නලෝගන්  ලතුයාය நவாகன் Vogan","","2.0"
"","","","",""
"Wmßu j¾Idm;kh  / அதிகூடி஬ ஫லறல ீழ்ச்சி/ Highest Rainfall :","","බෙල්බ ොන්ට් බේ කර් ාන්තශාලාව /பபல்ப஫ான்ட் 
50.0
mm
ரதய் பதாறிற்சாலய/Belmont Tea Factory","",""
