"ld,.=K jd¾;dj வோைிழல அறிக்ழக Weather Report
 osk Wfoa 0830 g wjika jQ meh 24 i|yd 
2021.11.04
          for the 24 hour period ending at 0830SLTS on this date","","","",""
"k`l²zìq&` m[&Sw`n
tspkz;lytpay;  epiyaq;fs;
Meteorological Stations","@sv@N u:zWvy(@s) 
epoypy; ntg;gepiy( nr)","","vR;`pwny(ÉÉ)
kio tPo;r;rp(kp..kP)
Rainfall (mm)",""
"","Temperature in the shade (°C)","","",""
"","upÝmcaH Max","avm ,opTMin.","Daily Rainfall",""
"wkqrdOmqrhஅநுபாதபுபம்Anuradhapura","32.0","24.2","19.7",""
"nÿ,a, ஧துள஭Badulla","27.8","20.3","14.0",""
"nKavdrfj, ஧ண்டாபவள஭Bandarawela","26.6","18.0","38.6",""
"uvl,mqj நட்டக்க஭ப்புBatticaloa","30.9","24.0","4.5",""
"fld<U ககாழும்புColombo","29.7","23.9","14.7",""
".d,a, கா஬ிGalle","28.1","23.8","57.3",""
"yïnkaf;dg ம்஧ாந்ததாட்ளடHambanthota","28.9","23.8","25.3",""
"hdmkh  னாழ்ப்஧ாணம்Jaffna","30.1","23.8","22.9",""
"fudKrd., கநா஦஫ாகள஬ Monaragala","31.4","23.2","5.8",""
"lgq.iaf;dg  கட்டுகஸ்ததாட்ளட Katugasthota","30.0","22.1","23.0",""
"lgqkdhl  கட்டு஥ானக்காKatunayake","29.8","23.8","44.6",""
"l=reKE., குருணாகல் Kurunagala","31.5","23.8","9.4",""
"uy b¨mam,a,u நஹாஇலுப்஧ல்஬ந Maha Illuppallama","31.7","23.0","85.6",""
"ukakdru நன்஦ார்Mannar","29.4","23.8","16.2",""
"fmdf<dkakrej  க஧ா஬ன்஥றுவ polonnaruwa","32.7","23.2","45.4",""
"kqjrt<sh  நுவகப஬ினாNuwara Eliya","22.1","13.9","32.9",""
"fmd;=ú,a க஧ாத்துவில்Pothuvil","32.1","24.8","5.9",""
"m
;a;,u புத்த஭ம்Puttalam","30.8","24.0","18.9",""
"r;au,dk இபத்ந஬ாள஦Rathmalana","31.3","23.7","29.4",""
"r;akmqrh இபத்தி஦புரிRathnapura","31.9","23.2","1.5",""
";%sl=Kdu,h திருதகாணநள஬Trincomalee","31.2","23.9","57.1",""
"jõkshdj வவு஦ினாVavuniya","30.9","24.0","2.5",""
"u;a;, நத்த஭Mattla","29.2","23.6","2.2",""
"මුලතිව් முல்ல஬த்தீவு  Mullaithivu","30.6","24.4","4.6",""
"úÿ,s n,d.dr wdY%
; c,dY  நீர்மின் நீசரந்துப் பரப்பு Hydro Catchment Areas","","","",""
"vR;`m`n Sw`nkio tPo;rp epiyaq;fs;Rainfall Stations","ÉÉ-kp..kP-mm","vR;`m`n Sw`n  kio tPo;rp epiyaq;fs;                Rainfall Stations","","ÉÉ-kp..kP-mm"
"ක෈සල්රීக஺சல்஫ீச்Castlereigh","1.5","න්නදණිගල இபந்மத஦ிக஬Randenigala","","93.0"
"න ෝටන්ந஥஺ட்டன்Norton","5.0","න්ට෉නේ இபந்தம்ந஧Rantambe","","83.0"
"ම෈ඕස෇ස෈ක෉නල්மநௌசக்கந஬ Maussakele","5.0","නබෝවත෉න්  ந஧஺வத்தன்஦Bowatenna","","21.2"
"ක෉නියන්கன்னன்Canyon","2.6","උකුනවලஉக்குவ஬Ukuwela","","69.0"
"ලක්ෂප෈ ஬க்ச஧஺஦Lakshapana","5.0","සම ළව෉වசந஦஬மவவSamanala Wawa","","1.5"
"ඉහල නකොත්මනල්நநல்மக஺த்நல஬Upper Kotmale","9.4","කුකුනල් ගංඟ குக்குந஭கங்கKukuleganaga","","2.0"
"නකොත්මනල් மக஺த்நல஬Kotmale","2.0","මස෇නකළියநஸ்நக஬஻னMaskeliya","","0.0"
"වික්නටෝරිය෈விக்நப஺஫஻ன஺ Victoriya","17.3","්බඩ஥஺ம஧஺லடNeboda","","NA"
"","","","",""
"wksl=;a j¾Idm;k ia:dk ஏழைய நிழலயங்களின் மழழவ ீழ்ச்சி Other Rainfall Stations","","","",""
"vR;`m`nSw`n kio tPo;rp epiyaq;fs;Rainfall Stations","ÉÉ-kp..kP-mm","vR;`m`n Sw`n  kio tPo;rp epiyaq;fs;   Rainfall Stations","","ÉÉ-kp..kP-mm"
"න ොන ොච්න ොලි நுலபச்நச஺ல஬  Norochcholai","148.9","හන්නදස෇ස ஹந்மதஸ்ஸ Handessa","","61.0"
"ඇල්කඩුව எல்கடுவ Elkaduwa","145.0","නමො  වි மந஺஦ந஫஺வின஺Monrovia","","59.3"
"අම්පන් அம்஧ன் Ampan","115.0","නදොඩන්ගස෇ලන්ද மத஺டங்கஸ்஬ந்தDodangaslanda","","52.0"
"ඉඟිනිය෈ගල இங்க஻஦ின஺க஬ Inginiyagala","104.0","අම්ප෈  அம்஧஺ல஫ Ampara","","50.8"
