"ld,.=K jd¾;dj வாைிழல அறிக்ழக Weather Report
"vR;`m`n Sw`nkio tPo;rp epiyaq;fs;Rainfall Stations","ÉÉ-kp..kP-mm","vR;`m`n Sw`n  kio tPo;rp epiyaq;fs;                Rainfall Stations","","ÉÉ-kp..kP-mm"
"කාසල්රීகாசல்஫ீச்Castlereigh","3.5","රන්නදණිග඼ இபந்மத஦ிக஬Randenigala","","0.0"
"න ෝටන්ந஥ாட்டன்Norton","11.7","රන්ටැනේ இபந்தம்ந஧Rantambe","","1.0"
"මාඕස්සාකැනල්மநௌசக்கந஬ Maussakele","6.0","නබෝලතැන්  ந஧ாவத்தன்஦Bowatenna","","0.0"
"කැනියන්கன்னன்Canyon","10.0","උකුනල඼உக்குவ஬Ukuwela","","2.2"
"඼ක්ෂපා ஬க்ச஧ா஦Lakshapana","4.6","සම ළලැලசந஦஬மவவSamanala Wawa","","2.5"
"ඉහ඼ නකොත්මනල්நநல்மகாத்நல஬Upper Kotmale","0.1","කුකුනල් ගංඟ குக்குந஭கங்கKukuleganaga","","0.0"
"නකොත්මනල් மகாத்நல஬Kotmale","0.1","මස්නකළියநஸ்நக஬ினMaskeliya","","6.1"
"වික්නටෝරියාவிக்நபா஫ினா Victoriya","0.9","ෑබඩ஥ாம஧ாலடNeboda","","NA"
"","","","",""
"wksl=;a j¾Idm;k ia:dk ஏழைய நிழலயங்களின் மழழவ ீழ்ச்சி Other Rainfall Stations","","","",""
"vR;`m`nSw`n kio tPo;rp epiyaq;fs;Rainfall Stations","ÉÉ-kp..kP-mm","vR;`m`n Sw`n  kio tPo;rp epiyaq;fs;   Rainfall Stations","","ÉÉ-kp..kP-mm"
"රුගම්  றூகம் Rugam","120.0","එල්ස්ටන් எல்ஸ்பன் Elston","","38.0"
"කිරන් கிபண்  Kiran","82.3","අම්පාර அம்஧ால஫ Ampara","","33.0"
"කා ලරැල්඼  க஦வ஫ல்஬ Canawarella","55.0","කල්මුනේ கல்முல஦ Kalmunai","","31.8"
"උන්නිච්නෙයි  உன்஦ிச்லச Unnichchai","55.0","තුම්බන්නක්නි  தும்஧ன்நகணி Thubankenie","","31.0"
"අ඼ම්පිලි அ஬ம்஧ில் Almapil","54.5","බිබි඼஧ி஧ில஬Bibila","","31.0"
"අච්චිනව්ලි அச்சுநவ஬ி Atchuvely","47.4","මහ ඔය நஹாஓன Maha oya","","26.5"
"පාසිකුඩා  ஧ாசிக்குடா நதாட்டம் Passikuda Eatste","46.7","නදොඩන්ගස්඼න්ද மதாடங்கஸ்஬ந்தDodangaslanda","","24.5"
"නමොරලිය ඔය முப஬ிஒன Moraliya-Oya","39.8","දීඝලපිය தீஹவா஧ி Deegavapi","","23.6"
"නමොණරාග඼ ජ඼සම් மநா஦஫ாக஬ ஥ீர் Monaragala Water","38.9","හිල්පා කඳුර ஹில்஧ா஦ாகன்து஫ Hilpanakandura","","23.3"
"ව්කිරිආරු ලැල ஥வுக்கீரிஆறு கு஭ம் Nawakiriaru Tank","38.0","අක්කරරයිපත්තුලஅக்கலபப்஧ற்று ஥ீர்ப் Akkaraipattu Irrigation","","23.1"
"","","","",""
"Wmßu j¾Idm;kh  / அதிகூடிய மழழவ ீழ்ச்சி/ Highest Rainfall :","","120.0
mm
රුගම්  றூகம் Rugam (Batticaloa)","",""
