"ld,.=K jd¾;dj லானிறய அமிக்றக Weather Report
"නකොත්මනල් மகாத்நல஬Kotmale","0.0","මස්නකළියநஸ்நக஬ினMaskeliya","","0.0"
"වික්නටෝරියාவிக்நபா஫ினா Victoriya","0.0","ෑබඩ஥ாம஧ாலடNeboda","","0.0"
"","","","",""
"wksl=;a j¾Idm;k ia:dk ஏறன஬ நிறய஬ங்கரின் ஫றறல ீழ்ச்சி Other Rainfall Stations","","","",""
"vR;`m`nSw`n kio tPo;rp epiyaq;fs;Rainfall Stations","ÉÉ-kp..kP-mm","vR;`m`n Sw`n  kio tPo;rp epiyaq;fs;   Rainfall Stations","","ÉÉ-kp..kP-mm"
"ඉඟිනියාග඼ இங்கி஦ினாக஬ Inginiyagala","72.5","ගිරාදුරුනකෝට්නට් ஹிபாந்திருக்நகாட்லட Girandurukotte","","22.4"
"අම්පාර அம்஧ால஫ Ampara","60.9","රුගම්  றூகம் Rugam","","22.0"
"බද්නද්ගම஧த்நதகந Baddegama","60.2","මහ ඔය நஹாஓன Maha oya","","22.0"
"කල්මුනේ கல்முல஦ Kalmunai","58.2","඼ාහුග඼ ஬ாகுகல஬ Lahugala Tank","","21.5"
"තුම්බන්නක්නි  தும்஧ன்நகணி Thubankenie","39.5","නහොප් நஹாப் Hope","","19.5"
"ව්කිරිආරු ලැල ஥வுக்கீரிஆறு கு஭ம் Nawakiriaru Tank","37.0","දියනබදුමதினம஧துந Diyabeduma","","19.4"
"ඉක්ගල් ඔය இக்கம஬ான Ekgal oya","37.0","උන්නිච්නෙයි  உன்஦ிச்லச Unnichchai","","19.0"
"උල්හිටිය உல்ஹிட்டின Ulhitiya","27.8","මහනෙෝලநஹாநதாவ Mahadowa","","19.0"
"පදියත඼ාල ஧தினத்த஬ாலவ Padiyathalawa","27.0","ලාකනන්රි  வாகந஦ரிக் கு஭ம் Vakanari Wawa","","18.9"
"ලූල්කඳුර லூல்கந்து஫ Loolkandura","25.3","නගෝ පිටියநஹாண஧ிட்டின Gonapitiya Merigold","","18.0"
"","","","",""
"Wmßu j¾Idm;kh  / அதிகூடி஬ ஫றறல ீழ்ச்சி/ Highest Rainfall :","","ඉඟිනියාග඼(අම්පාර දිස්ත්‍රික්කය) இங்கினி஬ாகய
72.5
mm
 (அம்பாறம) Inginiyagala (Ampara District)","",""
