"ld,.=K jd¾;dj வாைிழல அறிக்ழக Weather Report
 osk Wfoa 0830 g wjika jQ meh 24 i|yd 
2022.04.26
          for the 24 hour period ending at 0830SLTS on this date","","","",""
"k`l²zìq&` m[&Sw`n
tspkz;lytpay;  epiyaq;fs;
Meteorological Stations","@sv@N u:zWvy(@s) 
epoypy; ntg;gepiy( nr)","","vR;`pwny(ÉÉ)
kio tPo;r;rp(kp..kP)
Rainfall (mm)",""
"","Temperature in the shade (°C)","","",""
"","upÝmcaH Max","avm ,opTMin.","Daily Rainfall",""
"wkqrdOmqrhஅநுபாதபுபம்Anuradhapura","33.9","25.3","0.0",""
"nÿ,a, ஧துள஭Badulla","28.8","20.0","2.1",""
"nKavdrfj, ஧ண்டாபவள஭Bandarawela","25.4","17.6","0.1",""
"uvl,mqj நட்டக்க஭ப்புBatticaloa","32.0","25.7","0.0",""
"fld<U ககாழும்புColombo","31.6","26.2","4.4",""
".d,a, கா஬ிGalle","30.7","25.5","18.1",""
"yïnkaf;dg ம்஧ாந்ததாட்ளடHambanthota","30.6","25.7","0.0",""
"hdmkh  னாழ்ப்஧ாணம்Jaffna","33.3","26.2","0.0",""
"fudKrd., கநா஦஫ாகள஬ Monaragala","32.2","22.9","1.4",""
"lgq.iaf;dg  கட்டுகஸ்ததாட்ளட Katugasthota","31.2","22.7","0.9",""
"lgqkdhl  கட்டு஥ானக்காKatunayake","31.1","25.8","0.2",""
"l=reKE., குருணாகல் Kurunagala","33.1","24.4","16.4",""
"uy b¨mam,a,u நஹாஇலுப்஧ல்஬ந Maha Illuppallama","33.8","24.4","0.0",""
"ukakdru நன்஦ார்Mannar","32.8","26.8","0.0",""
"fmdf<dkakrej  க஧ா஬ன்஥றுவ polonnaruwa","35.1","26.3","0.0",""
"kqjrt<sh  நுவகப஬ினாNuwara Eliya","21.4","12.0","0.0",""
"fmd;=ú,a க஧ாத்துவில்Pothuvil","32.9","25.5","0.0",""
"m
;a;,u புத்த஭ம்Puttalam","32.9","25.4","0.0",""
"r;au,dk இபத்ந஬ாள஦Rathmalana","32.2","26.0","8.8",""
"r;akmqrh இபத்தி஦புரிRathnapura","33.0","24.2","18.7",""
";%sl=Kdu,h திருதகாணநள஬Trincomalee","32.2","25.6","0.0",""
"jõkshdj வவு஦ினாVavuniya","34.3","25.0","0.0",""
"u;a;, நத்த஭Mattla","32.0","24.4","0.9",""
