"ld,.=K jd¾;dj வாைிழல அறிக்ழக Weather Report
 osk Wfoa 0830 g wjika jQ meh 24 i|yd 
2022.07.22
          for the 24 hour period ending at 0830SLTS on this date","","","",""
"k`l²zìq&` m[&Sw`n
tspkz;lytpay;  epiyaq;fs;
Meteorological Stations","@sv@N u:zWvy(@s) 
epoypy; ntg;gepiy( nr)","","vR;`pwny(ÉÉ)
kio tPo;r;rp(kp..kP)
Rainfall (mm)",""
"","Temperature in the shade (°C)","","",""
"","upÝmcaH Max","avm ,opTMin.","Daily Rainfall",""
"wkqrdOmqrhஅநுபாதபுபம்Anuradhapura","33.8","23.9","14.7",""
"nÿ,a, ஧துள஭Badulla","29.3","18.8","20.9",""
"nKavdrfj, ஧ண்டாபவள஭Bandarawela","26.2","17.3","8.1",""
"uvl,mqj நட்டக்க஭ப்புBatticaloa","32.5","24.6","0.0",""
"fld<U ககாழும்புColombo","29.6","26.3","1.8",""
".d,a, கா஬ிGalle","28.0","26.0","1.6",""
"yïnkaf;dg ம்஧ாந்ததாட்ளடHambanthota","32.4","25.5","0.1",""
"hdmkh  னாழ்ப்஧ாணம்Jaffna","33.5","26.0","4.0",""
"fudKrd., கநா஦஫ாகள஬ Monaragala","32.4","22.3","3.6",""
"lgq.iaf;dg  கட்டுகஸ்ததாட்ளட Katugasthota","29.4","22.3","2.2",""
"lgqkdhl  கட்டு஥ானக்காKatunayake","29.8","25.9","0.7",""
"l=reKE., குருணாகல் Kurunagala","32.1","25.1","0.4",""
"uy b¨mam,a,u நஹாஇலுப்஧ல்஬ந Maha Illuppallama","33.3","24.7","0.3",""
"ukakdru நன்஦ார்Mannar","31.5","25.9","0.0",""
"fmdf<dkakrej  க஧ா஬ன்஥றுவ polonnaruwa","35.2","24.2","0.9",""
"kqjrt<sh  நுவகப஬ினாNuwara Eliya","21.1","13.9","7.4",""
"fmd;=ú,a க஧ாத்துவில்Pothuvil","32.5","25.1","0.0",""
"m
;a;,u புத்த஭ம்Puttalam","32.2","26.3","0.0",""
"r;au,dk இபத்ந஬ாள஦Rathmalana","29.8","26.1","1.3",""
"r;akmqrh இபத்தி஦புரிRathnapura","30.6","23.9","44.2",""
";%sl=Kdu,h திருதகாணநள஬Trincomalee","34.6","24.5","0.0",""
"jõkshdj வவு஦ினாVavuniya","34.8","24.7","0.0",""
"u;a;, நத்த஭Mattla","33.3","24.7","0.0",""
"මු඼තිව්/ முயத்திவ்/ Mullativu","34.3","25.2","0.0",""
"úÿ,s n,d.dr wdY%
; c,dY  நீர்மின் நீரரந்துப் பரப்பு Hydro Catchment Areas","","","",""
"vR;`m`n Sw`nkio tPo;rp epiyaq;fs;Rainfall Stations","ÉÉ-kp..kP-mm","vR;`m`n Sw`n  kio tPo;rp epiyaq;fs;                Rainfall Stations","","ÉÉ-kp..kP-mm"
"කාසල්රීகாசல்மீச்Castlereigh","12.0","රන්නෙණිග඼ இ஭ந்மதனிகயRandenigala","","1.3"
"න ෝටන්ந ாட்டன்Norton","19.5","රන්ටැනේ இ஭ந்தம்நபRantambe","","5.2"
"මාඕස්සාකැනල්ம஫ௌசக்கநய Maussakele","7.9","නබෝලතැන්  நபாவத்தன்னBowatenna","","0.0"
"කැනියන්கன்஬ன்Canyon","16.0","උකුනල඼உக்குவயUkuwela","","6.6"
"඼ක්ෂපා யக்சபானLakshapana","17.0","සම ළලැලச஫னயமவவSamanala Wawa","","0.0"
"ඉහ඼ නකොත්මනල්ந஫ல்மகாத்஫லயUpper Kotmale","3.0","කුකුනල් ගංඟ குக்குநரகங்கKukuleganaga","","71.0"
"නකොත්මනල් மகாத்஫லயKotmale","0.6","මස්නකළිය஫ஸ்நகயி஬Maskeliya","","0.3"
"වික්නටෝරියාவிக்ந஭ாமி஬ா Victoriya","5.5","ෑබඩ ாமபாலடNeboda","","NA"
"","","","",""
"wksl=;a j¾Idm;k ia:dk ஏழைய நிழலயங்களின் மழழவ ீழ்ச்சி Other Rainfall Stations","","","",""
"vR;`m`nSw`n kio tPo;rp epiyaq;fs;Rainfall Stations","ÉÉ-kp..kP-mm","vR;`m`n Sw`n  kio tPo;rp epiyaq;fs;   Rainfall Stations","","ÉÉ-kp..kP-mm"
"ගුරුළුලා  குறுழுவான Guruluwana","130.4","මතුගම ஫த்துக஫ Mathugama","","38.4"
"බටුලන්ග඼ பட்டுவான்கயBatuwangala","83.5","අයගම அ஬க஫ Ayagama","","34.6"
"නෙනියායமதனி஬ா஬ Deniyaya","81.0","ලටල඼ வட்டவாயா Watawala","","32.7"
"නලනහරග඼ மவமெ஭கர Weheragala  Irrigation","55.0","මාප඼ා  ஫ாபயானMapalana","","26.0"
"ඔඩ්ඩුසුඩාන්ஒட்டுசுட்டான்Oddusuddan","48.5","අනේනල඼ அம்நபமவய Ambewela","","25.8"
"හිල්පා කඳුර ெில்பானாகன்தும Hilpanakandura","45.4","නහොප් நொப் Hope","","25.5"
"කෑරග඼ கா஭கய Karagala","45.3","ඉලිබුළුල இலுபுலுவ Ilubuluwa Estate","","23.1"
"ක඼ලැදි උල්පතகயவதிஉல்மபாத்த Kalavedi Ulpotha","44.2","ලීගර් ලතුයාය ஫ெி஬ங்கலன Ledger Estate","","23.0"
"හිනිඳුමகினிது஫Hiniduma","43.5","ස්පීන් ලැලිஸ்பிமிங்மவயிSpring Valley","","22.0"
