"ld,.=K jd¾;dj வாைிழல அறிக்ழக Weather Report
"vR;`m`n Sw`nkio tPo;rp epiyaq;fs;Rainfall Stations","ÉÉ-kp..kP-mm","vR;`m`n Sw`n  kio tPo;rp epiyaq;fs;                Rainfall Stations","","ÉÉ-kp..kP-mm"
"ක෈සල්රීகாசல்஫ீச்Castlereigh","0.0","රන්නෙණිග඼ இபந்மத஦ிக஬Randenigala","","0.0"
"න ෝටන්ந஥ாட்டன்Norton","0.0","රන්ට෉නේ இபந்தம்ந஧Rantambe","","1.0"
"ම෈ඕස෇ස෈ක෉නල්மநௌசக்கந஬ Maussakele","0.0","නබෝලත෉න්  ந஧ாவத்தன்஦Bowatenna","","0.0"
"ක෉නියන්கன்னன்Canyon","0.0","උකුනල඼உக்குவ஬Ukuwela","","0.0"
"඼ක්ෂප෈ ஬க்ச஧ா஦Lakshapana","0.0","සම ළල෉ලசந஦஬மவவSamanala Wawa","","0.0"
"ඉහ඼ නකොත්මනල්நநல்மகாத்நல஬Upper Kotmale","0.0","කුකුනල් ගංඟ குக்குந஭கங்கKukuleganaga","","0.0"
"නකොත්මනල් மகாத்நல஬Kotmale","0.0","මස෇නකළියநஸ்நக஬ினMaskeliya","","0.0"
"වික්නටෝරිය෈விக்நபா஫ினா Victoriya","0.0","්බඩ஥ாம஧ாலடNeboda","","0.0"
"","","","",""
"wksl=;a j¾Idm;k ia:dk ஏழைய நிழலயங்களின் மழழவ ீழ்ச்சி Other Rainfall Stations","","","",""
"vR;`m`nSw`n kio tPo;rp epiyaq;fs;Rainfall Stations","ÉÉ-kp..kP-mm","vR;`m`n Sw`n  kio tPo;rp epiyaq;fs;   Rainfall Stations","","ÉÉ-kp..kP-mm"
"බටුලන්ග඼ ஧ட்டுவான்க஬Batuwangala","30.8","෈ගදීපය஥னி஦ாதீவு Nainathive","","0.0"
"නෙත ග඼ மடட்டணகல்ல஬ Dethanagala","26.5","ජ඼සම්ප෈ෙ -ය෈ප ය஥ீர்வ஭ச்-சல஧Water-Jaffna","","0.0"
"මහනබරිත෉න්  நஹாம஧ரித்தன்஦ Mahaberiyathenna","12.2","ල෈රිම෈ර්ග-ය෈ප ය னாழ்ப்஧ாணம் ஥ீர்ப்஧ாச஦ம் Jaffna Irrigation","","0.0"
"කන්ෙක෉ටිය கந்தமகட்டின Kandaketiya","9.1","නඩල්ෆ෇ ද෕පත  ம஥டுந்தீவு Delft","","0.0"
"බ඼ංනගොඩ ஧஬ாங்மகாலட Balangoda","7.0","කෘෂිකර්ම-ය෈ප යகி஭ிம஥ாச்சி விவசானம்Kilinochchi Agriculture","","0.0"
"ත඼ංගහ ලත්ත த஬ங்ஹக நதாட்டம்Thalangaha Estate","5.9","අලිමංකඩ னால஦ ஧ாஸ்Elephant Pass","","0.0"
"අයගම அனகந Ayagama","5.0","ච෈ලකච්නච්රී சாவகச்நசரி Chavakachcheri","","0.0"
"මතුගම நத்துகந Mathugama","4.2","අක්කර෈යන් அக்காபானண் Akkarayan","","0.0"
"අච්චිනව්ලි அச்சுநவ஬ி Atchuvely","0.0","නතල්ලිේපන඼යි மதல்஬ிப்஧ல஬ Thellippallei","","0.0"
"නේදුරුතුඩුල ஧௫த்தித் துல஫ Point Pedro","0.0","අම්පන් அம்஧ன் Ampan","","0.0"
"","","","",""
"Wmßu j¾Idm;kh  / அதிகூடிய மழழவ ீழ்ச்சி/ Highest Rainfall :","","දෙල්ලව දේ කර්මාන්ත ශාලාව டெல்லாவா ததயிழல 
50.5
mm
டதாழிற்சாழல Dellawa Tea Factory(Galle district)","",""
