"ld,.=K jd¾;dj வாைிழல அறிக்ழக Weather Report
 osk Wfoa 0830 g wjika jQ meh 24 i|yd 
2022.05.25
          for the 24 hour period ending at 0830SLTS on this date","","","",""
"k`l²zìq&` m[&Sw`n
tspkz;lytpay;  epiyaq;fs;
Meteorological Stations","@sv@N u:zWvy(@s) 
epoypy; ntg;gepiy( nr)
Temperature in the shade (°C)","","vR;`pwny(ÉÉ)
kio tPo;r;rp(kp..kP)
Rainfall (mm)",""
"","upÝmcaH Max","avm ,opTMin.","Daily Rainfall",""
"wkqrdOmqrhஅநுபாதபுபம்Anuradhapura","31.4","24.4","0.0",""
"nÿ,a, ஧துள஭Badulla","30.8","19.6","0.0",""
"nKavdrfj, ஧ண்டாபவள஭Bandarawela","26.7","18.0","0.1",""
"uvl,mqj நட்டக்க஭ப்புBatticaloa","33.2","25.3","0.0",""
"fld<U ககாழும்புColombo","30.5","24.8","11.1",""
".d,a, கா஬ிGalle","29.4","25.6","5.5",""
"yïnkaf;dg ம்஧ாந்ததாட்ளடHambanthota","31.0","25.3","TR",""
"hdmkh  னாழ்ப்஧ாணம்Jaffna","32.8","27.8","0.0",""
"fudKrd., கநா஦஫ாகள஬ Monaragala","33.5","24.0","0.0",""
"lgq.iaf;dg  கட்டுகஸ்ததாட்ளட Katugasthota","27.8","21.5","8.7",""
"lgqkdhl  கட்டு஥ானக்காKatunayake","30.5","23.7","54.3",""
"l=reKE., குருணாகல் Kurunagala","31.2","23.2","44.8",""
"uy b¨mam,a,u நஹாஇலுப்஧ல்஬ந Maha Illuppallama","30.5","24.0","0.3",""
"ukakdru நன்஦ார்Mannar","31.2","28.0","0.0",""
"fmdf<dkakrej  க஧ா஬ன்஥றுவ polonnaruwa","35.1","24.9","0.0",""
"kqjrt<sh  நுவகப஬ினாNuwara Eliya","18.7","14.1","4.9",""
"fmd;=ú,a க஧ாத்துவில்Pothuvil","36.3","26.1","0.0",""
"m
;a;,u புத்த஭ம்Puttalam","NA","NA","NA",""
"r;au,dk இபத்ந஬ாள஦Rathmalana","31.3","24.5","11.1",""
"r;akmqrh இபத்தி஦புரிRathnapura","33.9","23.1","72.8",""
";%sl=Kdu,h திருதகாணநள஬Trincomalee","34.2","25.5","0.0",""
"jõkshdj வவு஦ினாVavuniya","33.8","24.3","0.0",""
"u;a;, நத்த஭Mattla","31.9","24.1","0.0",""
"","","","",""
"úÿ,s n,d.dr wdY%
; c,dY  நீர்மின் நீரரந்துப் பரப்பு Hydro Catchment Areas","","","",""
"vR;`m`n Sw`nkio tPo;rp epiyaq;fs;Rainfall Stations","ÉÉ-kp..kP-mm","vR;`m`n Sw`n  kio tPo;rp epiyaq;fs;                Rainfall Stations","","ÉÉ-kp..kP-mm"
"කාසල්රීகாசல்மீச்Castlereigh","24.0","රන්නදණිග඼ இ஭ந்மதனிகயRandenigala","","0.0"
"න ෝටන්ந ாட்டன்Norton","46.8","රන්ටැනේ இ஭ந்தம்நபRantambe","","0.8"
"මාඕස්සාකැනල්ம஫ௌசக்கநய Maussakele","26.0","නබෝලතැන්  நபாவத்தன்னBowatenna","","0.0"
"කැනියන්கன்஬ன்Canyon","32.0","උකුනල඼உக்குவயUkuwela","","18.4"
"඼ක්ෂපා யக்சபானLakshapana","73.7","සම ළලැලச஫னயமவவSamanala Wawa","","0.0"
"ඉහ඼ නකොත්මනල්ந஫ல்மகாத்஫லயUpper Kotmale","25.0","කුකුනල් ගංඟ குக்குநரகங்கKukuleganaga","","108.0"
"නකොත්මනල් மகாத்஫லயKotmale","31.5","මස්නකළිය஫ஸ்நகயி஬Maskeliya","","20.2"
"වික්නටෝරියාவிக்ந஭ாமி஬ா Victoriya","0.3","ෑබඩ ாமபாலடNeboda","","NA"
"","","","",""
"wksl=;a j¾Idm;k ia:dk ஏழைய நிழலயங்களின் மழழவ ீழ்ச்சி Other Rainfall Stations","","","",""
"vR;`m`nSw`n kio tPo;rp epiyaq;fs;Rainfall Stations","ÉÉ-kp..kP-mm","vR;`m`n Sw`n  kio tPo;rp epiyaq;fs;   Rainfall Stations","","ÉÉ-kp..kP-mm"
"ක඼ටුලාල கயட்டுமவவ Kalatuwawa","166.4","ලරකානපො඼ வமக்காமபாய Warakapola","","87.4"
"඼බුගම யபுக஫ Labugama","148.7","අයගම அ஬க஫ Ayagama","","85.6"
"අවිස්සානේල්඼ அவிசாவலர Awissawella","133.2","මතුගම ஫த்துக஫ Mathugama","","83.8"
"අනේපුස්සஅம்நபபுஸ்ஸ Ambepussa","122.8","හිඳල ினிது஫Hindawa","","73.5"
"කිරිදිනල඼ கிரிந்திவய Kirindiwela","119.2","මාරවි඼ ஫ாமவிய Marawila","","70.5"
"කම඼ස්ශ්‍රම්க஫யாஸ்஭ம் Kamalasram","117.7","ලාරියනපො඼வாரி஬மபார Wariyapola","","67.0"
"වින්සිටි ලතුයායவின்சிற் Vincit Estate","115.0","නලෝගන්  ලතුයාය நவாகன் Vogan","","63.0"
"කෑරග඼ கா஭கய Karagala","113.8","මැදියාල ஫தி஬ாவ Mediyawa","","61.0"
"දම්පැ඼ැස්සதம்பயஸ்சDampalessa","92.4","පාදුක්ක பாதுக்லக Padukka Estate","","60.3"
"කුලියාපිටිය குரி஬ாபிட்டி஬ Kuliyapitiya","88.1","ලානගොල්඼வாம ால்யWagolla","","53.0"
"","","","",""
"Wmßu j¾Idm;kh  / அதிகூடிய மழழவ ீழ்ச்சி/ Highest Rainfall :","","166.4
mm
කලටුවාව கலட்டுவவவ Kalatuwawa(Colombo)","",""
