"ld,.=K jd¾;dj வாைிழல அறிக்ழக Weather Report
"කාසල්රීகாசல்மீச்Castlereigh","0.0","රන්නදණිග඼ இ஭ந்மதனிகயRandenigala","","0.0"
"න ෝටන්ந ாட்டன்Norton","0.0","රන්ටැනේ இ஭ந்தம்நபRantambe","","0.0"
"මාඕස්සාකැනල්ம஫ௌசக்கநய Maussakele","0.0","නබෝලතැන්  நபாவத்தன்னBowatenna","","0.0"
"කැනියන්கன்஬ன்Canyon","0.0","උකුනල඼உக்குவயUkuwela","","0.0"
"඼ක්ෂපා யக்சபானLakshapana","0.0","සම ළලැලச஫னயமவவSamanala Wawa","","0.0"
"ඉහ඼ නකොත්මනල්ந஫ல்மகாத்஫லயUpper Kotmale","0.0","කුකුනල් ගංඟ குக்குநரகங்கKukuleganaga","","4.0"
"නකොත්මනල් மகாத்஫லயKotmale","0.0","මස්නකළිය஫ஸ்நகயி஬Maskeliya","","0.0"
"වික්නටෝරියාவிக்ந஭ாமி஬ா Victoriya","0.0","ෑබඩ ாமபாலடNeboda","","0.0"
"","","","",""
"wksl=;a j¾Idm;k ia:dk ஏழைய நிழலயங்களின் மழழவ ீழ்ச்சி Other Rainfall Stations","","","",""
"vR;`m`nSw`n kio tPo;rp epiyaq;fs;Rainfall Stations","ÉÉ-kp..kP-mm","vR;`m`n Sw`n  kio tPo;rp epiyaq;fs;   Rainfall Stations","","ÉÉ-kp..kP-mm"
"ගුරුළුලා  குறுழுவான Guruluwana","40.7","මතුගම ஫த்துக஫ Mathugama","","5.1"
"රත්මල්ගහලැල ஭த்஫ல்கஹநவவா Rathmalgahawewa","19.5","අයගම அ஬க஫ Ayagama","","5.0"
"දුම්ම඼සූරියதும்஫யசூரி஬ Dummalasooriya","11.4","චාලකච්නච්රී சாவகச்நசரி Chavakachcheri","","4.2"
"සූරියලැල சூரி஬மவவ Suriyawawa","11.3","බකම෕ණபக்கமூனBakamuna","","3.0"
"යකා ලැල஬க்காமவவ Yakawawa","10.3","මින්නන්රිය஫ின்நனரி஬ Minneriya","","2.8"
"අක්කරායන් அக்கா஭ா஬ண் Akkarayan","10.0","මීගමුල  ீர்மகாழும்பு Negombo","","2.7"
"නමො රවි ம஫ானநமாவி஬ாMonrovia","8.4","හිනිඳුමகினிது஫Hiniduma","","1.5"
"පාදුක්ක பாதுக்லக Padukka Estate","8.1","බණ්ඩාරගම பண்டா஭க஫ Bandaragama","","0.5"
"නලෝගන්  ලතුයාය நவாகன் Vogan","6.3","අච්චිනේලි அச்சுநவயி Atchuvely","","0.0"
"දම්පැ඼ැස්සதம்பயஸ்சDampalessa","5.4","නේදුරුතුඩුල ப௫த்தித் துலம Point Pedro","","0.0"
"","","","",""
"Wmßu j¾Idm;kh  / அதிகூடிய மழழவ ீழ்ச்சி/ Highest Rainfall :","","ලක්සකන්ද Laksakanda-AWS(Ratnapura)
47.5
mm
லட்சகண்டா","",""
