"ld,.=K jd¾;dj வாைிழல அறிக்ழக Weather Report
 osk Wfoa 0830 g wjika jQ meh 24 i|yd 
2022.05.04
          for the 24 hour period ending at 0830SLTS on this date","","","",""
"k`l²zìq&` m[&Sw`n
tspkz;lytpay;  epiyaq;fs;
Meteorological Stations","@sv@N u:zWvy(@s) 
epoypy; ntg;gepiy( nr)","","vR;`pwny(ÉÉ)
kio tPo;r;rp(kp..kP)
Rainfall (mm)",""
"","Temperature in the shade (°C)","","",""
"","upÝmcaH Max","avm ,opTMin.","Daily Rainfall",""
"wkqrdOmqrhஅநுபாதபுபம்Anuradhapura","34.5","26.2","0.0",""
"nÿ,a, ஧துள஭Badulla","30.3","20.1","0.0",""
"nKavdrfj, ஧ண்டாபவள஭Bandarawela","27.5","17.7","0.0",""
"uvl,mqj நட்டக்க஭ப்புBatticaloa","32.9","27.5","0.0",""
"fld<U ககாழும்புColombo","32.5","27.9","0.0",""
".d,a, கா஬ிGalle","30.8","24.8","31.5",""
"yïnkaf;dg ம்஧ாந்ததாட்ளடHambanthota","31.6","27.5","0.0",""
"hdmkh  னாழ்ப்஧ாணம்Jaffna","34.5","27.8","0.0",""
"fudKrd., கநா஦஫ாகள஬ Monaragala","33.6","23.7","0.0",""
"lgq.iaf;dg  கட்டுகஸ்ததாட்ளட Katugasthota","31.8","22.6","0.0",""
"lgqkdhl  கட்டு஥ானக்காKatunayake","32.4","27.2","1.1",""
"l=reKE., குருணாகல் Kurunagala","33.7","26.1","0.0",""
"uy b¨mam,a,u நஹாஇலுப்஧ல்஬ந Maha Illuppallama","33.9","25.7","0.0",""
"ukakdru நன்஦ார்Mannar","32.9","27.2","0.0",""
"fmdf<dkakrej  க஧ா஬ன்஥றுவ polonnaruwa","35.3","26.0","0.0",""
"kqjrt<sh  நுவகப஬ினாNuwara Eliya","23.5","12.3","0.0",""
"fmd;=ú,a க஧ாத்துவில்Pothuvil","33.8","26.4","0.0",""
"m
;a;,u புத்த஭ம்Puttalam","33.7","26.7","0.0",""
"r;au,dk இபத்ந஬ாள஦Rathmalana","33.6","27.4","0.0",""
"r;akmqrh இபத்தி஦புரிRathnapura","33.1","24.9","TR",""
";%sl=Kdu,h திருதகாணநள஬Trincomalee","33.2","26.7","0.0",""
"jõkshdj வவு஦ினாVavuniya","35.0","26.2","0.0",""
"u;a;, நத்த஭Mattla","35.8","26.0","0.0",""
"","","","",""
"úÿ,s n,d.dr wdY%
; c,dY  நீர்மின் நீரரந்துப் பரப்பு Hydro Catchment Areas","","","",""
"vR;`m`n Sw`nkio tPo;rp epiyaq;fs;Rainfall Stations","ÉÉ-kp..kP-mm","vR;`m`n Sw`n  kio tPo;rp epiyaq;fs;                Rainfall Stations","","ÉÉ-kp..kP-mm"
