"ld,.=K jd¾;dj வாைிழல அறிக்ழக Weather Report
 osk Wfoa 0830 g wjika jQ meh 24 i|yd 
2022.06.12
          for the 24 hour period ending at 0830SLTS on this date","","","",""
"k`l²zìq&` m[&Sw`n
tspkz;lytpay;  epiyaq;fs;
Meteorological Stations","@sv@N u:zWvy(@s) 
epoypy; ntg;gepiy( nr)","","vR;`pwny(ÉÉ)
kio tPo;r;rp(kp..kP)
Rainfall (mm)",""
"","Temperature in the shade (°C)","","",""
"","upÝmcaH Max","avm ,opTMin.","Daily Rainfall",""
"wkqrdOmqrhஅநுபாதபுபம்Anuradhapura","31.0","24.9","0.0",""
"nÿ,a, ஧துள஭Badulla","28.7","19.5","0.0",""
"nKavdrfj, ஧ண்டாபவள஭Bandarawela","26.0","18.3","0.0",""
"uvl,mqj நட்டக்க஭ப்புBatticaloa","32.8","26.4","0.0",""
"fld<U ககாழும்புColombo","30.1","25.9","1.1",""
".d,a, கா஬ிGalle","30.0","25.2","18.5",""
"yïnkaf;dg ம்஧ாந்ததாட்ளடHambanthota","30.7","25.8","0.0",""
"hdmkh  னாழ்ப்஧ாணம்Jaffna","31.5","27.6","0.0",""
"fudKrd., கநா஦஫ாகள஬ Monaragala","33.9","22.6","0.0",""
"lgq.iaf;dg  கட்டுகஸ்ததாட்ளட Katugasthota","28.5","21.4","TR",""
"lgqkdhl  கட்டு஥ானக்காKatunayake","29.7","24.0","9.5",""
"l=reKE., குருணாகல் Kurunagala","30.0","25.2","1.1",""
"uy b¨mam,a,u நஹாஇலுப்஧ல்஬ந Maha Illuppallama","31.1","25.4","0.0",""
"ukakdru நன்஦ார்Mannar","30.6","27.8","0.0",""
"fmdf<dkakrej  க஧ா஬ன்஥றுவ polonnaruwa","33.6","26.4","0.0",""
"kqjrt<sh  நுவகப஬ினாNuwara Eliya","18.9","14.8","TR",""
"fmd;=ú,a க஧ாத்துவில்Pothuvil","35.2","25.8","0.0",""
"mq;a;,u புத்த஭ம்Puttalam","30.0","24.5","7.6",""
"r;au,dk இபத்ந஬ாள஦Rathmalana","31.7","26.6","6.1",""
"r;akmqrh இபத்தி஦புரிRathnapura","31.0","22.9","6.2",""
";%sl=Kdu,h திருதகாணநள஬Trincomalee","33.0","26.0","0.0",""
"jõkshdj வவு஦ினாVavuniya","32.9","25.1","0.0",""
"u;a;, நத்த஭Mattla","33.8","24.6","0.0",""
"මු඼තිව් முல்லயத்தீவு Mullaitivu","34.1","26.7","0.0",""
"úÿ,s n,d.dr wdY%
; c,dY  நீர்மின் நீரரந்துப் பரப்பு Hydro Catchment Areas","","","",""
"vR;`m`n Sw`nkio tPo;rp epiyaq;fs;Rainfall Stations","ÉÉ-kp..kP-mm","vR;`m`n Sw`n  kio tPo;rp epiyaq;fs;                Rainfall Stations","","ÉÉ-kp..kP-mm"
"කාසල්රීகாசல்மீச்Castlereigh","3.0","රන්නදණිග඼ இ஭ந்மதனிகயRandenigala","","0.0"
"න ෝටන්ந ாட்டன்Norton","9.0","රන්ටැනේ இ஭ந்தம்நபRantambe","","0.0"
"මාඕස්සාකැනල්ம஫ௌசக்கநய Maussakele","2.5","න ෝලතැන්  நபாவத்தன்னBowatenna","","0.0"
"කැනියන්கன்஬ன்Canyon","5.9","උකුනල඼உக்குவயUkuwela","","0.0"
"඼ක්ෂපා யக்சபானLakshapana","12.5","සම ළලැලச஫னயமவவSamanala Wawa","","0.0"
"ඉහ඼ නකොත්මනල්ந஫ல்மகாத்஫லயUpper Kotmale","1.5","කුකුනල් ගංඟ குக்குநரகங்கKukuleganaga","","9.0"
"නකොත්මනල් மகாத்஫லயKotmale","0.0","මස්නකළිය஫ஸ்நகயி஬Maskeliya","","0.0"
"වික්නටෝරියාவிக்ந஭ாமி஬ா Victoriya","0.0","ෑ ඩ ாமபாலடNeboda","","0.0"
"","","","",""
"wksl=;a j¾Idm;k ia:dk ஏழைய நிழலயங்களின் மழழவ ீழ்ச்சி Other Rainfall Stations","","","",""
"vR;`m`nSw`n kio tPo;rp epiyaq;fs;Rainfall Stations","ÉÉ-kp..kP-mm","vR;`m`n Sw`n  kio tPo;rp epiyaq;fs;   Rainfall Stations","","ÉÉ-kp..kP-mm"
"කිරිදිනල඼ கிரிந்திவய Kirindiwela","43.5","ද්නද්ගමபத்நதக஫ Baddegama","","3.8"
"අවිස්සානව්ල්඼ அவிசாவலர Awissawella","37.5","ටුලන්ග඼ பட்டுவான்கயBatuwangala","","3.6"
"඼බුගම யபுக஫ Labugama","26.8","කැටන්නදොළகட்டன்மதாயKethendola","","3.4"
"ක඼ටුලාල கயட்டுமவவ Kalatuwawa","20.8","නිට්ටඹුල  ிட்டம்புவ Nittambuwa","","3.2"
"අංනගොඩ அங்மகாலட Angoda","12.7","ලරාය අධිකාරිය துலமமுக அதிகா஭சலப Port Authority","","3.1"
"හිඳලஹினிது஫Hindawa","11.5","හිනිඳුමகினிது஫Hiniduma","","3.0"
"ලැල්඼ලவல்யவWellawa","10.1","න ොනරොච්න ොලි நுல஭ச்நசாலய  Norochcholai","","3.0"
"හංලැල්඼ஹங்மவல்ய Hanwella","9.0","මීගමුල  ீர்மகாழும்பு Negombo","","3.0"
"ගුරුළුලා  குறுழுவான Guruluwana","7.4","තබ්න ෝල தப்நபாவ Tabbowa","","1.8"
"නලෝගන්  ලතුයාය நவாகன் Vogan","4.2","උඩරදැල්඼ உடமதல்ய Udaradella","","1.5"
"","","","",""
"Wmßu j¾Idm;kh  / அதிகூடிய மழழவ ீழ்ச்சி/ Highest Rainfall :","","43.5
mm
කිරිදිවෙල கிரிந்திவல Kirindiwela(Gampaha)","",""
