"ld,.=K jd¾;dj வோைிழல அறிக்ழக Weather Report
"෈ගදීපය஥னி஦ாதீவு Nainathive","0.0","නතල්ලිේපන඼යි மதல்஬ிப்஧ல஬ Thellippallei","","0.0"
"අ඼ම්පිලි அ஬ம்஧ில் Almapil","0.0","අම්පන් அம்஧ன் Ampan","","0.0"
"ලල්ලිපුරම්  வல்஬ிபுபம் Wallipuram","0.0","හිල්ප෈ කඳුර ஹில்஧ா஦ாகன்து஫ Hilpanakandura","","0.0"
"ජ඼සම්ප෈ද -ය෈ප ය஥ீர்வ஭ச்-சல஧Water-Jaffna","0.0","ෙයරබ෈ ලතුය෈යலட஫஧ா எஸ்நடட்Dyraba Estate","","0.0"
"ල෈රිම෈ර්ග-ය෈ප ය னாழ்ப்஧ாணம் ஥ீர்ப்஧ாச஦ம் Jaffna Irrigation","0.0","ල෉ලිමෙ  மவ஬ிநலடWelimda Malwatta","","0.0"
"නෙල්ෆ෇ ද෕පත  ம஥டுந்தீவு Delft","0.0","ව්කිරිආරු ල෉ල ஥வுக்கீரிஆறு கு஭ம் Nawakiriaru Tank","","0.0"
"කෘෂිකර්ම-ය෈ප යகி஭ிம஥ாச்சி விவசானம்Kilinochchi Agriculture   0.0","","මයි඼ම්නේලි  லந஬ம்஧ாமவ஭ி Maylambauely","","0.0"
"අලිමංකෙ னால஦ ஧ாஸ்Elephant Pass","0.0","ප෈සිකුෙ෈  ஧ாசிக்குடா நதாட்டம் Passikuda Eatste","","0.0"
"","","","",""
"Wmßu j¾Idm;kh  / அதிகூடிய மழழவ ீழ்ச்சி/ Highest Rainfall :","","දෙහිඕවිට ததஹியயோவிட்ட (cid:10)
40.5
mm
Dehiowita-AWS (Kegalle district)","",""
