"ld,.=K jd¾;dj வாைிழல அறிக்ழக Weather Report
"r;akmqrh இபத்தி஦புரிRathnapura","31.1","22.6","5.1",""
";%sl=Kdu,h திருதகாணநள஬Trincomalee","30.8","23.9","2.5",""
"jõkshdj வவு஦ினாVavuniya","30.3","23.4","20.3",""
"u;a;, நத்த஭Mattla","31.3","23.8","0.0",""
"මු඼තිව් முல்ல஬த்தீவு  Mullaithivu","31.7","24.8","2.6",""
"úÿ,s n,d.dr wdY%
; c,dY  நீர்மின் நீரரந்துப் பரப்பு Hydro Catchment Areas","","","",""
"vR;`m`n Sw`nkio tPo;rp epiyaq;fs;Rainfall Stations","ÉÉ-kp..kP-mm","vR;`m`n Sw`n  kio tPo;rp epiyaq;fs;                Rainfall Stations","","ÉÉ-kp..kP-mm"
"ක෈සල්රීகாசல்஫ீச்Castlereigh","0.0","රන්න ණිග඼ இபந்மத஦ிக஬Randenigala","","0.0"
"න ෝටන්ந஥ாட்டன்Norton","0.5","රන්ට෉නේ இபந்தம்ந஧Rantambe","","0.0"
"ම෈ඕස෇ස෈ක෉නල්மநௌசக்கந஬ Maussakele","0.0","නෙෝල ෉න්  ந஧ாவத்தன்஦Bowatenna","","1.9"
"ක෉නියන්கன்னன்Canyon","0.2","උකුනල඼உக்குவ஬Ukuwela","","0.0"
"඼ක්ෂප෈ ஬க்ச஧ா஦Lakshapana","0.0","සම ළල෉ලசந஦஬மவவSamanala Wawa","","0.0"
"ඉහ඼ නකොත්මනල්நநல்மகாத்நல஬Upper Kotmale","0.0","කුකුනල් ගංඟ குக்குந஭கங்கKukuleganaga","","1.0"
"නකොත්මනල් மகாத்நல஬Kotmale","1.0","මස෇නකළියநஸ்நக஬ினMaskeliya","","0.0"
"වික්නටෝරිය෈விக்நபா஫ினா Victoriya","0.0","්ෙෙ஥ாம஧ாலடNeboda","","0.0"
"","","","",""
"wksl=;a j¾Idm;k ia:dk ஏழைய நிழலயங்களின் மழழவ ீழ்ச்சி Other Rainfall Stations","","","",""
"vR;`m`nSw`n kio tPo;rp epiyaq;fs;Rainfall Stations","ÉÉ-kp..kP-mm","vR;`m`n Sw`n  kio tPo;rp epiyaq;fs;   Rainfall Stations","","ÉÉ-kp..kP-mm"
"හංල෉ල්඼ஹங்மவல்஬ Hanwella","102.2","කිරිදිනල඼ கிரிந்திவ஬ Kirindiwela","","37.2"
"ක෉ටන්න ොළகட்டன்மதா஬Kethendola","76.8","මතුගම நத்துகந Mathugama","","32.0"
"෈ගදීපය஥னி஦ாதீவு Nainathive","73.2","හිනිඳුමகி஦ிதுநHiniduma","","31.5"
"ප෈දුක්ක ஧ாதுக்லக Padukka Estate","73.1","ඇඹිලිපිටිය எம்஧ி஬ி஧ிட்டின Embilipitiya","","30.7"
"නෙන්න ොට ලත්  ம஧ந்நதாட்டவத்தBenthotawatta","52.2","ප ම ල෉ල ஧ாணந Panama Tank","","29.6"
"නෙල්ෆ෇ ද෕ප   ம஥டுந்தீவு Delft","44.6","යක෈ ල෉ලனக்காமவவ Yakawawa","","28.1"
"නපෝද්දිනල඼ ந஧ாதிவ஬ நதாட்டம் Poddiwela Farm","42.3","න ොනරොච්න ොලි நுலபச்நசால஬  Norochcholai","","27.5"
"ක්රග඼ காபக஬ Karagala","41.9","නලෝගන්  ලතුය෈ය நவாகன் Vogan","","27.3"
"පස෇ය෈඼ ஧ஸ்னால஬ Pasyala","41.8","ජ඼සම්ප෈  -ය෈ප ය஥ீர்வ஭ச்-சல஧Water-Jaffna","","26.8"
"හුරුළු ල෉ල ஹுறுலுமவவ Huruliwawa","41.7","ම෈ප඼෈  நா஧஬ா஦Mapalana","","25.0"
"","","","",""
"Wmßu j¾Idm;kh  / அதிகூடிய மழழவ ீழ்ச்சி/ Highest Rainfall :","","146.5
mm
හංවැල්ල  ஹங்வவல்ல Hanwella ( AWS )","",""
