"ld,.=K jd¾;dj வாைிழல அறிக்ழக Weather Report
 osk Wfoa 0830 g wjika jQ meh 24 i|yd 
2022.04.25
          for the 24 hour period ending at 0830SLTS on this date","","","",""
"k`l²zìq&` m[&Sw`n
tspkz;lytpay;  epiyaq;fs;
Meteorological Stations","@sv@N u:zWvy(@s) 
epoypy; ntg;gepiy( nr)
Temperature in the shade (°C)","","vR;`pwny(ÉÉ)
kio tPo;r;rp(kp..kP)
Rainfall (mm)",""
"","upÝmcaH Max","avm ,opTMin.","Daily Rainfall",""
"wkqrdOmqrhஅநுபாதபுபம்Anuradhapura","33.3","25.1","0.0",""
"nÿ,a, ஧துள஭Badulla","29.2","20.4","0.0",""
"nKavdrfj, ஧ண்டாபவள஭Bandarawela","26.2","17.6","0.0",""
"uvl,mqj நட்டக்க஭ப்புBatticaloa","31.9","25.6","5.6",""
"fld<U ககாழும்புColombo","32.1","25.6","TR",""
".d,a, கா஬ிGalle","30.2","24.5","18.8",""
"yïnkaf;dg ம்஧ாந்ததாட்ளடHambanthota","32.3","24.4","47.9",""
"hdmkh  னாழ்ப்஧ாணம்Jaffna","31.3","25.0","15.7",""
"fudKrd., கநா஦஫ாகள஬ Monaragala","33.6","23.8","0.0",""
"lgq.iaf;dg  கட்டுகஸ்ததாட்ளட Katugasthota","31.8","23.0","0.0",""
"lgqkdhl  கட்டு஥ானக்காKatunayake","32.4","25.7","0.0",""
"l=reKE., குருணாகல் Kurunagala","33.7","26.3","0.0",""
"uy b¨mam,a,u நஹாஇலுப்஧ல்஬ந Maha Illuppallama","33.2","24.1","0.0",""
"ukakdru நன்஦ார்Mannar","32.8","27.0","0.0",""
"fmdf<dkakrej  க஧ா஬ன்஥றுவ polonnaruwa","33.7","24.7","0.0",""
"kqjrt<sh  நுவகப஬ினாNuwara Eliya","22.5","12.2","0.0",""
"fmd;=ú,a க஧ாத்துவில்Pothuvil","33.5","25.7","0.0",""
"m
;a;,u புத்த஭ம்Puttalam","32.9","26.1","TR",""
"r;au,dk இபத்ந஬ாள஦Rathmalana","33.4","25.2","28.7",""
"r;akmqrh இபத்தி஦புரிRathnapura","34.5","24.9","48.7",""
";%sl=Kdu,h திருதகாணநள஬Trincomalee","31.9","25.7","0.0",""
"jõkshdj வவு஦ினாVavuniya","33.5","24.5","0.0",""
"u;a;, நத்த஭Mattla","33.3","24.0","0.0",""
"","","","",""
"úÿ,s n,d.dr wdY%
; c,dY  நீர்மின் நீதரந்துப் பரப்பு Hydro Catchment Areas","","","",""
"vR;`m`n Sw`nkio tPo;rp epiyaq;fs;Rainfall Stations","ÉÉ-kp..kP-mm","vR;`m`n Sw`n  kio tPo;rp epiyaq;fs;                Rainfall Stations","","ÉÉ-kp..kP-mm"
"ක෈සල්රීகாசல்மீச்Castlereigh","0.0","රන්නෙණිග඼ இ஭ந்மேனிகயRandenigala","","0.0"
"න ෝටන්ந ாட்டன்Norton","0.0","රන්ට෉නේ இ஭ந்ேம்நபRantambe","","0.0"
"ම෈ඕස෇ස෈ක෉නල්ம஫ௌசக்கநய Maussakele","0.0","නබෝල ෉න්  நபாவத்ேன்னBowatenna","","0.0"
"ක෉නියන්கன்஬ன்Canyon","0.0","උකුනල඼உக்குவயUkuwela","","0.0"
"඼ක්ෂප෈ யக்சபானLakshapana","0.0","සම ළල෉ලச஫னயமவவSamanala Wawa","","30.0"
"ඉහ඼ නකොත්මනල්ந஫ல்மகாத்஫லயUpper Kotmale","0.0","කුකුනල් ගංඟ குக்குநரகங்கKukuleganaga","","30.0"
"නකොත්මනල් மகாத்஫லயKotmale","0.0","මස෇නකළිය஫ஸ்நகயி஬Maskeliya","","0.0"
"වික්නටෝරිය෈விக்ந஭ாமி஬ா Victoriya","0.0","්බඩ ாமபாலடNeboda","","NA"
"","","","",""
"wksl=;a j¾Idm;k ia:dk ஏழைய நிழலயங்களின் மழழவ ீழ்ச்சி Other Rainfall Stations","","","",""
"vR;`m`nSw`n kio tPo;rp epiyaq;fs;Rainfall Stations","ÉÉ-kp..kP-mm","vR;`m`n Sw`n  kio tPo;rp epiyaq;fs;   Rainfall Stations","","ÉÉ-kp..kP-mm"
"බද්නද්ගමபத்நேக஫ Baddegama","110.2","ක්රග඼ கா஭கய Karagala","","23.0"
"නලෝගන්  ලතුය෈ය நவாகன் Vogan","85.0","නඩල්ෆ෇ දූප   ம டுந்ேீவு Delft","","20.8"
"ලිය ගස෇න ොට யி஬ணகஸ்நோட்ட Liyangastota","61.7","බටුලන්ග඼ பட்டுவான்கயBatuwangala","","18.4"
"නහොප් ந ாப் Hope","47.5","නෙහිල඼ மேகிவலர Dehiwala","","13.6"
"බට අ   பட்டா அத்ே Bata Atha","40.0","හිනිඳුමகினிது஫Hiniduma","","11.0"
"නිවිතිග඼  ிவித்ேிகலய Niwithigala Tea","35.3","ල෈රිම෈ර්ග-ය෈ප ය ஬ாழ்ப்பாணம்  ீர்ப்பாசனம் Jaffna Irrigation","","10.8"
"ම෈ප඼෈  ஫ாபயானMapalana","32.9","ජ඼සම්ප෈ෙ -ය෈ප ය ீர்வரச்-சலபWater-Jaffna","","10.1"
"නෙනිය෈යமேனி஬ா஬ Deniyaya","32.5","කන්ෙක෉ටිය கந்ேமகட்டி஬ Kandaketiya","","9.9"
"මතුගම ஫த்துக஫ Mathugama","27.1","කරන්දිනපෝලල් கமன்டிப்நபாவல் Karandipowal","","9.5"
"නබන්න ොට ලත්  மபந்நோட்டவத்ேBenthotawatta","25.2","මිද්නෙණිය ஫ித்மேனி஬ நோட்டம் Middeniya Farm","","9.3"
"","","","",""
"Wmßu j¾Idm;kh  / அதிகூடிய மழழவ ீழ்ச்சி/ Highest Rainfall :","","110.2
mm
බද්දද්ගම பத்ததகம Baddegama (GALLE)","",""
