"ld,.=K jd¾;dj லானிழய அமிக்ழக Weather Report
 osk Wfoa 0830 g wjika jQ meh 24 i|yd 
2022.10.22
          for the 24 hour period ending at 0830SLTS on this date","","","",""
"k`l²zìq&` m[&Sw`n
tspkz;lytpay;  epiyaq;fs;
Meteorological Stations","@sv@N u:zWvy(@s) 
epoypy; ntg;gepiy( nr)","","vR;`pwny(ÉÉ)
kio tPo;r;rp(kp..kP)
Rainfall (mm)",""
"","Temperature in the shade (°C)","","",""
"","upÝmcaH Max","avm ,opTMin.","Daily Rainfall",""
"wkqrdOmqrhஅநுபாதபுபம்Anuradhapura","27.1","23.9","20.3",""
"nÿ,a, ஧துள஭Badulla","24.2","19.4","1.6",""
"nKavdrfj, ஧ண்டாபவள஭Bandarawela","23.0","17.5","1.2",""
"uvl,mqj நட்டக்க஭ப்புBatticaloa","26.2","24.1","1.4",""
"fld<U ககாழும்புColombo","28.5","24.5","62.5",""
".d,a, கா஬ிGalle","27.9","24.9","46.4",""
"yïnkaf;dg ம்஧ாந்ததாட்ளடHambanthota","30.6","24.5","1.0",""
"hdmkh  னாழ்ப்஧ாணம்Jaffna","28.8","24.4","12.5",""
"fudKrd., கநா஦஫ாகள஬ Monaragala","27.3","22.7","0.9",""
"lgq.iaf;dg  கட்டுகஸ்ததாட்ளட Katugasthota","25.5","21.2","9.6",""
"lgqkdhl  கட்டு஥ானக்காKatunayake","27.9","24.4","4.6",""
"l=reKE., குருணாகல் Kurunagala","27.4","23.0","22.6",""
"uy b¨mam,a,u நஹாஇலுப்஧ல்஬ந Maha Illuppallama","26.8","23.2","11.3",""
"ukakdru நன்஦ார்Mannar","29.0","24.4","0.8",""
"fmdf<dkakrej  க஧ா஬ன்஥றுவ polonnaruwa","26.9","24.1","0.2",""
"k
jrt<sh  நுவகப஬ினாNuwara Eliya","15.6","13.5","5.9",""
"fmd;=ú,a க஧ாத்துவில்Pothuvil","28.8","24.9","0.2",""
"mq;a;,u புத்த஭ம்Puttalam","28.0","24.5","2.6",""
"r;au,dk இபத்ந஬ாள஦Rathmalana","28.8","23.3","31.1",""
"r;akmqrh இபத்தி஦புரிRathnapura","28.3","22.2","15.1",""
";%sl=Kdu,h திருதகாணநள஬Trincomalee","26.1","23.6","4.9",""
"jõkshdj வவு஦ினாVavuniya","27.1","23.2","6.7",""
"u;a;, நத்த஭Mattla","29.1","23.3","3.7",""
"මු඼තිව් முல்லயத்தீவு  Mullaithivu","26.9","24.5","13.8",""
"úÿ,s n,d.dr wdY%
; c,dY  நீர்஫ின் நீர஭ந்துப் ப஭ப்பு Hydro Catchment Areas","","","",""
"vR;`m`n Sw`nkio tPo;rp epiyaq;fs;Rainfall Stations","ÉÉ-kp..kP-mm","vR;`m`n Sw`n  kio tPo;rp epiyaq;fs;                Rainfall Stations","","ÉÉ-kp..kP-mm"
"කාසල්රීகாசல்மீச்Castlereigh","41.0","රන්නෙණිග඼ இ஭ந்மதனிகயRandenigala","","5.8"
"න ෝටන්ந ாட்டன்Norton","45.2","රන්ටැනේ இ஭ந்தம்நபRantambe","","7.6"
"මාඕස්සාකැනල්ம஫ௌசக்கநய Maussakele","46.7","නබෝලතැන්  நபாவத்தன்னBowatenna","","1.0"
"කැනියන්கன்஬ன்Canyon","59.7","උකුනල඼உக்குவயUkuwela","","11.3"
"඼ක්ෂපා யக்சபானLakshapana","40.8","සම ළලැලச஫னயமவவSamanala Wawa","","10.0"
"ඉහ඼ නකොත්මනල්ந஫ல்மகாத்஫லயUpper Kotmale","36.0","කුකුනල් ගංඟ குக்குநரகங்கKukuleganaga","","65.0"
"නකොත්මනල් மகாத்஫லயKotmale","32.2","මස්නකළිය஫ஸ்நகயி஬Maskeliya","","17.2"
"වික්නටෝරියාவிக்ந஭ாமி஬ா Victoriya","11.4","ෑබඩ ாமபாலடNeboda","","NA"
"","","","",""
"wksl=;a j¾Idm;k ia:dk ஏழன஬ நிழய஬ங்கரின் ஫ழறல ீழ்ச்சி Other Rainfall Stations","","","",""
"vR;`m`nSw`n kio tPo;rp epiyaq;fs;Rainfall Stations","ÉÉ-kp..kP-mm","vR;`m`n Sw`n  kio tPo;rp epiyaq;fs;   Rainfall Stations","","ÉÉ-kp..kP-mm"
"නෙනියායமதனி஬ா஬ Deniyaya","94.0","ත඼ංගහ ලත්ත தயங்ஹக நதாட்டம்Thalangaha Estate","","44.8"
"නලෝගන්  ලතුයාය நவாகன் Vogan","62.8","නව්ලැල්ත඼ාල நவவல்தயாவ Wevalthalawa","","40.1"
"අම්පන් அம்பன் Ampan","57.0","අච්චිනව්ලි அச்சுநவயி Atchuvely","","38.3"
"නේදුරුතුඩුල ப௫த்தித் துலம Point Pedro","55.0","඼බුගම யபுக஫ Labugama","","37.5"
"නෙහිල඼ மதகிவலர Dehiwala","52.8","ලරාය අධිකාරිය துலமமுக அதிகா஭சலப Port Authority","","33.9"
